Date,Year,Month,Season,City,State,Country,Latitude,Longitude,Temperature_C,Temp_Max_C,Temp_Min_C,Feels_Like_C,Humidity_Pct,Humidity_Max_Pct,Humidity_Min_Pct,Precipitation_mm,Rainfall_mm,Wind_Speed_kmh,Wind_Direction_Deg,Weather_Code,Weather_Condition,Battery_Impact_Score
2024-02-28,2024,2,Winter,Houston,TX,US,29.76,-95.37,18.3,21.7,11.3,16.2,65.0,96,34,0.7,0.7,31.0,352,53,Moderate Drizzle,0.0
2024-02-29,2024,2,Winter,Houston,TX,US,29.76,-95.37,11.7,13.7,10.7,7.8,56.0,75,37,1.4,1.4,20.3,39,53,Moderate Drizzle,0.0
2024-03-01,2024,3,Spring,Houston,TX,US,29.76,-95.37,14.3,20.8,9.5,13.4,78.5,93,64,1.6,1.6,16.3,16,53,Moderate Drizzle,0.0
2024-03-02,2024,3,Spring,Houston,TX,US,29.76,-95.37,16.6,21.3,12.3,16.8,84.0,96,72,0.1,0.1,14.8,160,51,Light Drizzle,0.0
2024-03-03,2024,3,Spring,Houston,TX,US,29.76,-95.37,19.8,25.3,15.0,21.0,84.0,100,68,2.4,2.4,22.6,151,53,Moderate Drizzle,0.0
2024-03-04,2024,3,Spring,Houston,TX,US,29.76,-95.37,20.9,24.6,18.7,23.0,88.5,100,77,8.3,8.3,14.6,151,63,Moderate Rain,0.0
2024-03-05,2024,3,Spring,Houston,TX,US,29.76,-95.37,21.8,27.5,17.9,24.0,77.5,100,55,6.1,6.1,16.4,152,63,Moderate Rain,0.0
2024-03-06,2024,3,Spring,Houston,TX,US,29.76,-95.37,19.3,25.8,15.1,20.7,80.0,100,60,0.2,0.2,16.1,140,51,Light Drizzle,0.0
2024-03-07,2024,3,Spring,Houston,TX,US,29.76,-95.37,20.6,25.9,16.4,21.1,78.0,100,56,5.0,5.0,25.1,141,63,Moderate Rain,0.0
2024-03-08,2024,3,Spring,Houston,TX,US,29.76,-95.37,22.0,27.5,18.9,24.0,76.5,98,55,13.2,13.2,14.4,305,63,Moderate Rain,0.05
2024-03-09,2024,3,Spring,Houston,TX,US,29.76,-95.37,14.3,18.4,10.5,11.0,72.0,91,53,0.0,0.0,30.6,340,3,Overcast,0.0
2024-03-10,2024,3,Spring,Houston,TX,US,29.76,-95.37,13.4,19.1,7.7,11.5,62.0,84,40,0.0,0.0,11.0,16,3,Overcast,0.0
2024-03-11,2024,3,Spring,Houston,TX,US,29.76,-95.37,15.8,22.2,10.9,14.5,62.5,83,42,0.1,0.1,23.1,150,51,Light Drizzle,0.0
2024-03-12,2024,3,Spring,Houston,TX,US,29.76,-95.37,18.1,24.1,12.4,17.6,74.0,95,53,0.0,0.0,19.9,161,3,Overcast,0.0
2024-03-13,2024,3,Spring,Houston,TX,US,29.76,-95.37,22.0,27.9,17.3,22.9,78.0,97,59,1.0,1.0,24.6,173,51,Light Drizzle,0.0
2024-03-14,2024,3,Spring,Houston,TX,US,29.76,-95.37,23.3,27.8,19.9,24.3,81.5,98,65,1.1,1.1,30.2,153,53,Moderate Drizzle,0.0
2024-03-15,2024,3,Spring,Houston,TX,US,29.76,-95.37,22.5,27.3,19.4,24.5,81.0,96,66,6.2,6.2,27.4,129,63,Moderate Rain,0.0
2024-03-16,2024,3,Spring,Houston,TX,US,29.76,-95.37,20.5,22.6,18.7,21.9,90.5,97,84,2.4,2.4,19.1,107,53,Moderate Drizzle,0.0
2024-03-17,2024,3,Spring,Houston,TX,US,29.76,-95.37,21.0,25.8,17.9,22.5,78.5,98,59,7.7,7.7,18.8,33,63,Moderate Rain,0.0
2024-03-18,2024,3,Spring,Houston,TX,US,29.76,-95.37,16.3,20.1,12.5,13.5,64.5,95,34,0.0,0.0,25.3,21,3,Overcast,0.0
2024-03-19,2024,3,Spring,Houston,TX,US,29.76,-95.37,12.8,18.0,7.0,10.4,58.0,77,39,2.0,2.0,15.1,67,61,Light Rain,0.0
2024-03-20,2024,3,Spring,Houston,TX,US,29.76,-95.37,15.6,20.4,10.1,14.6,75.5,93,58,0.0,0.0,15.9,160,3,Overcast,0.0
2024-03-21,2024,3,Spring,Houston,TX,US,29.76,-95.37,18.0,22.0,15.5,17.4,85.0,96,74,34.5,34.5,32.4,106,65,Heavy Rain,0.05
2024-03-22,2024,3,Spring,Houston,TX,US,29.76,-95.37,19.1,24.3,15.2,18.5,76.5,100,53,2.0,2.0,27.9,316,61,Light Rain,0.0
2024-03-23,2024,3,Spring,Houston,TX,US,29.76,-95.37,17.6,24.0,12.1,17.3,68.5,91,46,0.0,0.0,18.0,9,3,Overcast,0.0
2024-03-24,2024,3,Spring,Houston,TX,US,29.76,-95.37,19.2,23.3,15.3,17.5,74.5,93,56,0.2,0.2,35.0,146,51,Light Drizzle,0.0
2024-03-25,2024,3,Spring,Houston,TX,US,29.76,-95.37,20.7,25.8,14.5,20.2,69.5,89,50,3.6,3.6,29.2,168,61,Light Rain,0.0
2024-03-26,2024,3,Spring,Houston,TX,US,29.76,-95.37,15.2,19.9,10.5,13.1,67.0,90,44,0.1,0.1,20.9,350,51,Light Drizzle,0.0
2024-03-27,2024,3,Spring,Houston,TX,US,29.76,-95.37,13.7,17.9,9.6,11.8,69.5,85,54,0.1,0.1,14.5,12,51,Light Drizzle,0.0
2024-03-28,2024,3,Spring,Houston,TX,US,29.76,-95.37,15.9,22.7,8.5,15.5,73.5,100,47,0.0,0.0,20.6,137,3,Overcast,0.0
2024-03-29,2024,3,Spring,Houston,TX,US,29.76,-95.37,18.4,23.9,13.7,17.0,67.0,91,43,0.0,0.0,26.3,156,3,Overcast,0.0
2024-03-30,2024,3,Spring,Houston,TX,US,29.76,-95.37,20.4,25.7,15.2,20.2,74.0,92,56,0.0,0.0,21.0,162,3,Overcast,0.0
2024-03-31,2024,3,Spring,Houston,TX,US,29.76,-95.37,22.4,27.4,18.0,23.2,79.5,95,64,0.6,0.6,27.6,170,51,Light Drizzle,0.0
2024-04-01,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.4,28.2,22.0,25.6,78.0,93,63,0.0,0.0,28.3,166,3,Overcast,0.0
2024-04-02,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.3,26.7,16.1,21.9,66.0,97,35,3.2,3.2,26.9,326,61,Light Rain,0.0
2024-04-03,2024,4,Spring,Houston,TX,US,29.76,-95.37,17.4,23.7,10.7,14.6,54.0,76,32,0.0,0.0,24.7,296,0,Clear Sky,0.0
2024-04-04,2024,4,Spring,Houston,TX,US,29.76,-95.37,18.8,27.2,11.1,17.7,54.0,82,26,0.0,0.0,10.9,240,0,Clear Sky,0.0
2024-04-05,2024,4,Spring,Houston,TX,US,29.76,-95.37,20.8,29.7,13.8,19.9,57.0,86,28,0.0,0.0,20.2,206,2,Partly Cloudy,0.0
2024-04-06,2024,4,Spring,Houston,TX,US,29.76,-95.37,21.0,25.5,16.6,20.6,73.5,94,53,0.0,0.0,32.7,156,3,Overcast,0.0
2024-04-07,2024,4,Spring,Houston,TX,US,29.76,-95.37,23.3,26.8,20.2,25.9,83.0,97,69,4.2,4.2,16.4,166,53,Moderate Drizzle,0.0
2024-04-08,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.3,24.0,21.1,24.3,88.5,98,79,18.6,18.6,25.7,140,65,Heavy Rain,0.05
2024-04-09,2024,4,Spring,Houston,TX,US,29.76,-95.37,23.0,26.8,19.4,24.0,80.0,94,66,14.7,14.7,31.6,157,65,Heavy Rain,0.05
2024-04-10,2024,4,Spring,Houston,TX,US,29.76,-95.37,20.2,23.1,17.1,19.7,76.5,98,55,30.0,30.0,34.2,300,65,Heavy Rain,0.05
2024-04-11,2024,4,Spring,Houston,TX,US,29.76,-95.37,19.2,25.7,14.5,16.4,50.5,66,35,0.0,0.0,27.2,314,0,Clear Sky,0.0
2024-04-12,2024,4,Spring,Houston,TX,US,29.76,-95.37,18.1,24.6,11.7,17.0,62.0,88,36,0.0,0.0,14.3,104,3,Overcast,0.0
2024-04-13,2024,4,Spring,Houston,TX,US,29.76,-95.37,19.4,26.0,13.0,19.3,73.5,96,51,0.0,0.0,23.7,151,3,Overcast,0.0
2024-04-14,2024,4,Spring,Houston,TX,US,29.76,-95.37,21.9,27.7,17.4,22.7,74.5,95,54,0.0,0.0,23.0,171,3,Overcast,0.0
2024-04-15,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.6,26.5,19.0,23.7,81.5,95,68,0.5,0.5,26.1,151,51,Light Drizzle,0.0
2024-04-16,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.2,28.0,21.3,25.3,80.5,95,66,0.4,0.4,26.9,155,51,Light Drizzle,0.0
2024-04-17,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.5,28.0,22.2,26.8,79.0,95,63,0.3,0.3,20.0,142,51,Light Drizzle,0.0
2024-04-18,2024,4,Spring,Houston,TX,US,29.76,-95.37,25.0,29.7,22.5,27.8,78.5,96,61,0.1,0.1,22.9,149,51,Light Drizzle,0.0
2024-04-19,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.5,28.7,22.6,28.0,81.0,97,65,4.9,4.9,15.5,132,63,Moderate Rain,0.0
2024-04-20,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.7,26.9,16.4,25.0,85.5,98,73,40.2,40.2,30.2,114,65,Heavy Rain,0.05
2024-04-21,2024,4,Spring,Houston,TX,US,29.76,-95.37,16.5,21.1,13.0,14.0,71.0,94,48,7.0,7.0,31.5,17,63,Moderate Rain,0.0
2024-04-22,2024,4,Spring,Houston,TX,US,29.76,-95.37,16.2,20.6,11.5,14.6,64.0,83,45,0.0,0.0,17.3,88,3,Overcast,0.0
2024-04-23,2024,4,Spring,Houston,TX,US,29.76,-95.37,19.2,25.7,12.3,18.8,70.5,88,53,0.0,0.0,19.8,165,3,Overcast,0.0
2024-04-24,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.4,27.1,18.6,24.0,78.0,94,62,0.1,0.1,18.7,132,51,Light Drizzle,0.0
2024-04-25,2024,4,Spring,Houston,TX,US,29.76,-95.37,23.5,28.0,19.4,24.7,81.0,96,66,0.8,0.8,29.8,153,51,Light Drizzle,0.0
2024-04-26,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.3,27.6,20.4,24.7,80.5,98,63,3.8,3.8,36.5,160,61,Light Rain,0.0
2024-04-27,2024,4,Spring,Houston,TX,US,29.76,-95.37,25.1,28.2,22.6,25.5,79.0,93,65,1.0,1.0,39.5,147,51,Light Drizzle,0.0
2024-04-28,2024,4,Spring,Houston,TX,US,29.76,-95.37,24.1,27.9,20.5,24.4,78.5,94,63,49.0,49.0,33.2,150,65,Heavy Rain,0.05
2024-04-29,2024,4,Spring,Houston,TX,US,29.76,-95.37,23.2,29.5,19.9,25.7,76.0,97,55,9.6,9.6,24.3,157,63,Moderate Rain,0.0
2024-04-30,2024,4,Spring,Houston,TX,US,29.76,-95.37,22.8,28.3,17.8,25.3,82.5,100,65,0.2,0.2,18.7,124,51,Light Drizzle,0.0
2024-05-01,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.1,25.9,20.4,25.3,88.5,98,79,8.2,8.2,27.1,136,61,Light Rain,0.0
2024-05-02,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.5,25.2,22.7,25.9,91.0,97,85,49.6,49.6,38.5,138,65,Heavy Rain,0.05
2024-05-03,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.6,26.5,20.7,25.2,83.0,99,67,21.5,21.5,33.8,126,63,Moderate Rain,0.05
2024-05-04,2024,5,Spring,Houston,TX,US,29.76,-95.37,24.3,27.9,20.9,26.5,83.0,97,69,2.4,2.4,27.9,125,53,Moderate Drizzle,0.0
2024-05-05,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.7,26.4,21.7,26.1,83.0,96,70,7.9,7.9,28.1,143,63,Moderate Rain,0.0
2024-05-06,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.6,29.2,22.6,28.3,80.5,97,64,1.3,1.3,29.0,148,51,Light Drizzle,0.0
2024-05-07,2024,5,Spring,Houston,TX,US,29.76,-95.37,26.5,30.5,24.2,30.3,83.5,97,70,3.5,3.5,23.7,169,53,Moderate Drizzle,0.0
2024-05-08,2024,5,Spring,Houston,TX,US,29.76,-95.37,27.2,31.4,24.6,30.9,81.0,97,65,0.5,0.5,25.6,166,51,Light Drizzle,0.0
2024-05-09,2024,5,Spring,Houston,TX,US,29.76,-95.37,26.9,30.6,24.4,31.7,85.5,98,73,1.0,1.0,22.4,137,51,Light Drizzle,0.0
2024-05-10,2024,5,Spring,Houston,TX,US,29.76,-95.37,26.1,30.9,21.8,28.5,74.5,97,52,0.0,0.0,23.9,36,3,Overcast,0.0
2024-05-11,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.3,26.6,20.8,23.8,73.5,91,56,2.0,2.0,21.6,68,53,Moderate Drizzle,0.0
2024-05-12,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.6,27.0,21.2,26.1,86.0,96,76,44.0,44.0,24.6,106,65,Heavy Rain,0.05
2024-05-13,2024,5,Spring,Houston,TX,US,29.76,-95.37,24.5,28.9,21.2,29.0,86.5,99,74,14.6,14.6,20.1,89,63,Moderate Rain,0.05
2024-05-14,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.8,29.2,18.9,26.1,73.5,100,47,0.0,0.0,17.7,299,3,Overcast,0.0
2024-05-15,2024,5,Spring,Houston,TX,US,29.76,-95.37,24.5,30.6,18.2,27.5,74.0,93,55,0.0,0.0,15.1,125,3,Overcast,0.0
2024-05-16,2024,5,Spring,Houston,TX,US,29.76,-95.37,23.6,28.3,20.0,25.8,87.0,98,76,33.5,33.5,30.4,119,65,Heavy Rain,0.05
2024-05-17,2024,5,Spring,Houston,TX,US,29.76,-95.37,21.8,25.9,17.0,24.1,87.5,99,76,3.8,3.8,17.5,28,61,Light Rain,0.0
2024-05-18,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.1,31.3,19.8,29.8,77.5,100,55,0.0,0.0,9.4,170,3,Overcast,0.0
2024-05-19,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.7,30.7,20.8,29.6,79.0,100,58,0.0,0.0,15.1,135,3,Overcast,0.0
2024-05-20,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.7,30.5,21.1,29.3,78.0,97,59,0.1,0.1,20.4,139,51,Light Drizzle,0.0
2024-05-21,2024,5,Spring,Houston,TX,US,29.76,-95.37,27.6,30.9,24.9,31.3,82.5,95,70,1.4,1.4,25.3,151,51,Light Drizzle,0.0
2024-05-22,2024,5,Spring,Houston,TX,US,29.76,-95.37,27.8,31.3,25.3,31.7,80.5,95,66,1.2,1.2,28.1,155,51,Light Drizzle,0.0
2024-05-23,2024,5,Spring,Houston,TX,US,29.76,-95.37,27.8,31.8,25.2,31.2,79.0,95,63,0.3,0.3,29.9,150,51,Light Drizzle,0.0
2024-05-24,2024,5,Spring,Houston,TX,US,29.76,-95.37,28.2,32.8,24.9,32.1,78.0,96,60,0.1,0.1,25.5,160,51,Light Drizzle,0.0
2024-05-25,2024,5,Spring,Houston,TX,US,29.76,-95.37,28.5,32.8,25.4,33.2,79.5,96,63,0.1,0.1,23.5,158,51,Light Drizzle,0.0
2024-05-26,2024,5,Spring,Houston,TX,US,29.76,-95.37,29.2,33.5,26.1,33.1,75.0,93,57,0.4,0.4,22.0,177,51,Light Drizzle,0.0
2024-05-27,2024,5,Spring,Houston,TX,US,29.76,-95.37,29.2,34.7,24.8,35.4,78.0,100,56,0.0,0.0,14.5,150,3,Overcast,0.0
2024-05-28,2024,5,Spring,Houston,TX,US,29.76,-95.37,26.3,31.5,23.1,30.7,84.0,99,69,15.9,15.9,29.7,99,65,Heavy Rain,0.05
2024-05-29,2024,5,Spring,Houston,TX,US,29.76,-95.37,24.5,29.7,22.5,28.1,82.5,95,70,16.4,16.4,22.9,107,63,Moderate Rain,0.05
2024-05-30,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.3,31.1,22.7,29.0,80.0,98,62,22.1,22.1,25.4,129,65,Heavy Rain,0.05
2024-05-31,2024,5,Spring,Houston,TX,US,29.76,-95.37,25.0,29.3,21.8,28.4,81.5,97,66,44.1,44.1,23.9,145,65,Heavy Rain,0.05
2024-06-01,2024,6,Summer,Houston,TX,US,29.76,-95.37,25.0,29.9,22.5,29.2,84.0,96,72,9.9,9.9,19.3,141,63,Moderate Rain,0.0
2024-06-02,2024,6,Summer,Houston,TX,US,29.76,-95.37,26.4,30.9,23.7,30.7,82.5,98,67,2.6,2.6,24.9,131,55,Heavy Drizzle,0.0
2024-06-03,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.1,31.4,25.8,31.8,81.0,96,66,3.7,3.7,31.8,162,55,Heavy Drizzle,0.0
2024-06-04,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.6,32.2,23.1,31.3,81.5,97,66,7.5,7.5,32.5,163,63,Moderate Rain,0.0
2024-06-05,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.0,31.4,22.5,31.6,81.5,96,67,15.6,15.6,27.2,164,65,Heavy Rain,0.05
2024-06-06,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.5,33.2,22.3,32.2,70.0,96,44,0.0,0.0,9.3,5,3,Overcast,0.0
2024-06-07,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.0,33.0,21.9,32.6,75.5,96,55,0.0,0.0,12.4,125,1,Mainly Clear,0.0
2024-06-08,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.8,32.5,22.9,32.4,78.0,97,59,0.0,0.0,20.1,155,2,Partly Cloudy,0.0
2024-06-09,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.6,31.5,23.5,32.4,80.0,97,63,1.6,1.6,20.3,144,55,Heavy Drizzle,0.0
2024-06-10,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.3,32.0,24.2,32.6,79.5,99,60,1.9,1.9,19.0,88,55,Heavy Drizzle,0.0
2024-06-11,2024,6,Summer,Houston,TX,US,29.76,-95.37,26.9,32.1,23.7,32.1,78.5,96,61,12.4,12.4,15.9,84,65,Heavy Rain,0.05
2024-06-12,2024,6,Summer,Houston,TX,US,29.76,-95.37,26.7,31.5,23.6,31.8,80.5,98,63,4.4,4.4,16.7,86,63,Moderate Rain,0.0
2024-06-13,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.4,32.3,23.5,33.0,81.0,100,62,0.4,0.4,12.8,103,51,Light Drizzle,0.0
2024-06-14,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.6,33.7,23.2,33.5,72.0,99,45,0.2,0.2,15.4,87,51,Light Drizzle,0.0
2024-06-15,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.1,32.5,23.0,32.2,73.5,95,52,0.4,0.4,20.0,132,51,Light Drizzle,0.0
2024-06-16,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.6,32.9,24.0,32.7,72.0,93,51,0.8,0.8,21.9,131,53,Moderate Drizzle,0.0
2024-06-17,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.9,30.7,24.9,30.5,75.0,89,61,2.6,2.6,32.7,131,55,Heavy Drizzle,0.0
2024-06-18,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.7,31.0,25.1,30.2,75.0,90,60,2.2,2.2,29.2,92,53,Moderate Drizzle,0.0
2024-06-19,2024,6,Summer,Houston,TX,US,29.76,-95.37,25.7,29.8,23.3,28.1,82.0,93,71,28.7,28.7,26.5,66,63,Moderate Rain,0.05
2024-06-20,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.2,31.3,24.9,30.1,77.5,91,64,1.6,1.6,28.2,81,53,Moderate Drizzle,0.0
2024-06-21,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.3,30.5,24.2,31.5,81.0,96,66,1.2,1.2,20.7,93,53,Moderate Drizzle,0.0
2024-06-22,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.7,32.5,24.1,32.2,75.0,96,54,0.0,0.0,20.9,107,0,Clear Sky,0.0
2024-06-23,2024,6,Summer,Houston,TX,US,29.76,-95.37,27.8,31.9,23.5,32.7,80.5,98,63,1.0,1.0,17.3,112,53,Moderate Drizzle,0.0
2024-06-24,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.6,33.0,24.9,34.2,79.5,99,60,0.5,0.5,16.5,137,51,Light Drizzle,0.0
2024-06-25,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.9,33.5,24.9,34.0,78.5,97,60,1.2,1.2,20.2,167,51,Light Drizzle,0.0
2024-06-26,2024,6,Summer,Houston,TX,US,29.76,-95.37,28.8,33.1,25.4,34.1,77.5,97,58,0.5,0.5,15.5,197,51,Light Drizzle,0.0
2024-06-27,2024,6,Summer,Houston,TX,US,29.76,-95.37,29.0,34.4,25.5,34.7,73.0,94,52,1.2,1.2,13.8,229,53,Moderate Drizzle,0.0
2024-06-28,2024,6,Summer,Houston,TX,US,29.76,-95.37,29.2,33.0,25.9,34.6,79.0,96,62,1.2,1.2,22.7,188,53,Moderate Drizzle,0.0
2024-06-29,2024,6,Summer,Houston,TX,US,29.76,-95.37,29.7,34.6,26.5,34.9,74.5,93,56,1.7,1.7,21.0,163,51,Light Drizzle,0.0
2024-06-30,2024,6,Summer,Houston,TX,US,29.76,-95.37,30.2,34.5,25.8,36.0,75.5,96,55,0.4,0.4,13.8,147,51,Light Drizzle,0.0
2024-07-01,2024,7,Summer,Houston,TX,US,29.76,-95.37,30.4,35.9,25.6,35.8,69.5,98,41,0.1,0.1,12.4,204,51,Light Drizzle,0.0
2024-07-02,2024,7,Summer,Houston,TX,US,29.76,-95.37,30.6,35.4,26.0,35.3,65.5,84,47,0.0,0.0,18.2,183,3,Overcast,0.0
2024-07-03,2024,7,Summer,Houston,TX,US,29.76,-95.37,30.1,34.7,25.7,35.0,72.5,95,50,0.4,0.4,19.7,178,51,Light Drizzle,0.0
2024-07-04,2024,7,Summer,Houston,TX,US,29.76,-95.37,30.7,35.6,27.0,35.3,66.0,85,47,0.2,0.2,20.3,191,51,Light Drizzle,0.0
2024-07-05,2024,7,Summer,Houston,TX,US,29.76,-95.37,30.5,35.1,25.9,35.2,66.0,91,41,0.0,0.0,16.6,201,3,Overcast,0.0
2024-07-06,2024,7,Summer,Houston,TX,US,29.76,-95.37,28.2,32.4,25.9,33.7,79.0,97,61,24.0,24.0,13.3,97,65,Heavy Rain,0.05
2024-07-07,2024,7,Summer,Houston,TX,US,29.76,-95.37,27.0,30.5,24.5,31.2,87.0,97,77,9.4,9.4,26.3,74,63,Moderate Rain,0.0
2024-07-08,2024,7,Summer,Houston,TX,US,29.76,-95.37,25.8,29.4,23.5,25.6,78.5,94,63,82.0,82.0,75.7,158,65,Heavy Rain,0.2
2024-07-09,2024,7,Summer,Houston,TX,US,29.76,-95.37,27.3,32.3,22.6,32.3,74.5,93,56,0.1,0.1,8.6,282,51,Light Drizzle,0.0
2024-07-10,2024,7,Summer,Houston,TX,US,29.76,-95.37,27.4,33.2,23.9,32.5,72.0,98,46,0.2,0.2,16.3,217,51,Light Drizzle,0.0
2024-07-11,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.1,30.5,23.3,31.6,83.0,96,70,12.7,12.7,9.9,56,63,Moderate Rain,0.05
2024-07-12,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.5,30.2,23.4,32.1,86.0,99,73,17.5,17.5,13.0,114,65,Heavy Rain,0.05
2024-07-13,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.0,29.7,23.9,31.5,86.0,97,75,16.2,16.2,9.3,137,63,Moderate Rain,0.05
2024-07-14,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.0,29.8,23.9,31.5,88.0,97,79,6.7,6.7,10.0,163,63,Moderate Rain,0.0
2024-07-15,2024,7,Summer,Houston,TX,US,29.76,-95.37,28.1,32.6,24.5,33.4,75.5,94,57,0.4,0.4,14.8,203,51,Light Drizzle,0.0
2024-07-16,2024,7,Summer,Houston,TX,US,29.76,-95.37,27.7,32.5,23.6,32.8,77.5,95,60,0.0,0.0,25.2,193,3,Overcast,0.0
2024-07-17,2024,7,Summer,Houston,TX,US,29.76,-95.37,27.9,32.4,24.6,33.4,78.0,96,60,0.5,0.5,16.4,185,51,Light Drizzle,0.0
2024-07-18,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.4,30.3,23.2,31.5,83.0,96,70,22.8,22.8,14.4,258,63,Moderate Rain,0.05
2024-07-19,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.6,31.3,22.6,31.6,80.0,96,64,5.4,5.4,18.8,325,61,Light Rain,0.0
2024-07-20,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.7,30.7,23.8,32.2,82.5,98,67,3.3,3.3,11.7,303,55,Heavy Drizzle,0.0
2024-07-21,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.5,30.7,22.9,31.9,84.0,99,69,12.0,12.0,25.4,183,65,Heavy Rain,0.05
2024-07-22,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.0,29.9,23.4,31.2,85.5,100,71,10.4,10.4,15.1,182,63,Moderate Rain,0.05
2024-07-23,2024,7,Summer,Houston,TX,US,29.76,-95.37,25.5,28.8,24.0,30.2,85.5,99,72,31.0,31.0,15.2,118,65,Heavy Rain,0.05
2024-07-24,2024,7,Summer,Houston,TX,US,29.76,-95.37,25.5,29.5,23.2,30.3,85.0,98,72,15.8,15.8,15.4,190,63,Moderate Rain,0.05
2024-07-25,2024,7,Summer,Houston,TX,US,29.76,-95.37,24.3,27.0,22.5,28.3,88.5,99,78,84.1,84.1,18.1,130,65,Heavy Rain,0.15
2024-07-26,2024,7,Summer,Houston,TX,US,29.76,-95.37,24.0,25.5,22.2,28.5,93.0,98,88,44.1,44.1,9.0,117,65,Heavy Rain,0.05
2024-07-27,2024,7,Summer,Houston,TX,US,29.76,-95.37,24.5,27.4,23.0,29.0,87.0,98,76,42.5,42.5,9.7,116,65,Heavy Rain,0.05
2024-07-28,2024,7,Summer,Houston,TX,US,29.76,-95.37,26.1,31.5,23.2,31.0,82.0,98,66,44.8,44.8,14.6,162,65,Heavy Rain,0.05
2024-07-29,2024,7,Summer,Houston,TX,US,29.76,-95.37,28.5,31.9,25.1,33.7,80.5,96,65,1.6,1.6,16.8,172,53,Moderate Drizzle,0.0
2024-07-30,2024,7,Summer,Houston,TX,US,29.76,-95.37,28.8,32.8,25.6,33.8,77.5,94,61,0.5,0.5,18.5,183,51,Light Drizzle,0.0
2024-07-31,2024,7,Summer,Houston,TX,US,29.76,-95.37,29.0,33.3,25.4,34.4,78.5,97,60,0.1,0.1,18.0,175,51,Light Drizzle,0.0
2024-08-01,2024,8,Summer,Houston,TX,US,29.76,-95.37,28.3,32.6,23.4,34.4,81.5,100,63,0.4,0.4,11.8,172,51,Light Drizzle,0.0
2024-08-02,2024,8,Summer,Houston,TX,US,29.76,-95.37,28.8,33.9,24.2,34.8,77.5,99,56,0.0,0.0,13.7,247,3,Overcast,0.0
2024-08-03,2024,8,Summer,Houston,TX,US,29.76,-95.37,29.0,34.0,25.6,34.8,77.0,98,56,2.0,2.0,12.9,272,61,Light Rain,0.0
2024-08-04,2024,8,Summer,Houston,TX,US,29.76,-95.37,28.3,33.6,23.8,33.7,74.5,98,51,4.2,4.2,11.2,45,63,Moderate Rain,0.0
2024-08-05,2024,8,Summer,Houston,TX,US,29.76,-95.37,28.9,33.3,24.3,34.0,72.0,97,47,0.5,0.5,11.8,55,51,Light Drizzle,0.0
2024-08-06,2024,8,Summer,Houston,TX,US,29.76,-95.37,29.0,33.5,24.3,34.1,71.5,92,51,0.0,0.0,12.9,243,1,Mainly Clear,0.0
