Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0379,Medium Truck,RT-BRI-CAR-326,2024-02-10,Bristol,Cardiff,46.4,64.6,0.72,0,Highway,Low,6840.0,16.7,0.7242,7.41
VH-0350,Heavy Truck,RT-COV-LEI-274,2023-01-16,Coventry,Leicester,34.1,70.3,0.49,3,Highway,Moderate,21270.0,74.7,0.4496,16.92
VH-0485,Medium Truck,RT-SHE-HUL-783,2024-05-22,Sheffield,Hull,83.6,61.9,1.35,4,Mixed,Moderate,13820.0,60.6,0.4732,26.96
VH-0201,Heavy Truck,RT-LON-BIR-865,2022-02-16,London,Birmingham,151.3,66.7,2.27,2,Highway,Low,16890.0,35.1,0.6205,59.63
VH-0227,Flatbed,RT-SHE-HUL-780,2023-02-09,Sheffield,Hull,73.6,48.8,1.51,0,Urban,Moderate,21150.0,23.9,0.6468,36.32
VH-0241,Van,RT-MIA-ORL-905,2022-04-30,Miami,Orlando,419.0,80.6,5.2,5,Highway,Moderate,3480.0,127.1,0.2751,34.02
VH-0418,Heavy Truck,RT-HOU-NEW-753,2024-01-20,Houston,New Orleans,617.7,68.9,8.97,6,Highway,Moderate,14680.0,126.5,0.2353,211.58
VH-0487,Medium Truck,RT-CHI-IND-545,2024-05-07,Chicago,Indianapolis,349.8,66.7,5.24,3,Highway,Low,11440.0,87.7,0.3847,93.37
VH-0493,Refrigerated Truck,RT-DET-CLE-886,2024-06-21,Detroit,Cleveland,282.4,57.2,4.94,1,Rural,High,21560.0,52.3,0.5537,142.07
VH-0282,Tanker,RT-LEE-SHE-453,2024-06-13,Leeds,Sheffield,61.9,64.5,0.96,0,Rural,Low,19980.0,5.7,0.7698,28.86
VH-0471,Refrigerated Truck,RT-BRI-CAR-707,2022-07-05,Bristol,Cardiff,55.5,64.2,0.86,2,Highway,Moderate,14290.0,55.7,0.5272,18.51
VH-0271,Heavy Truck,RT-KAN-ST -620,2024-04-05,Kansas City,St Louis,441.5,72.4,6.1,9,Highway,Congested,15680.0,241.7,0.2372,161.53
VH-0164,Van,RT-HOU-NEW-623,2022-04-03,Houston,New Orleans,573.6,78.7,7.29,6,Highway,Low,1370.0,77.2,0.443,18.34
VH-0441,Tanker,RT-DET-CLE-371,2022-12-05,Detroit,Cleveland,267.8,54.5,4.91,1,Highway,High,24120.0,35.3,0.6164,150.72
VH-0477,Medium Truck,RT-MAN-LIV-214,2022-12-29,Manchester,Liverpool,58.0,42.4,1.37,2,Urban,High,10350.0,57.7,0.4534,14.01
VH-0096,Medium Truck,RT-LIV-MAN-659,2024-12-03,Liverpool,Manchester,45.4,51.1,0.89,1,Urban,Moderate,5570.0,39.6,0.5883,5.9
VH-0024,Heavy Truck,RT-SHE-HUL-701,2023-09-06,Sheffield,Hull,89.2,53.9,1.65,1,Mixed,Low,10010.0,33.1,0.6238,20.83
VH-0411,Tanker,RT-LEE-SHE-772,2022-09-08,Leeds,Sheffield,48.2,80.3,0.6,2,Highway,Moderate,26020.0,47.5,0.6096,29.26
VH-0380,Refrigerated Truck,RT-BRI-CAR-844,2023-05-02,Bristol,Cardiff,50.9,77.8,0.65,1,Highway,Low,21790.0,23.4,0.7359,25.88
VH-0295,Medium Truck,RT-LOU-LEX-753,2022-05-24,Louisville,Lexington,100.0,84.5,1.18,0,Highway,Low,11390.0,24.7,0.7506,26.58
VH-0289,Heavy Truck,RT-MIN-MIL-321,2023-03-17,Minneapolis,Milwaukee,547.4,86.3,6.34,10,Highway,High,19630.0,196.9,0.2771,250.73
VH-0191,Van,RT-NEW-LEE-421,2024-11-21,Newcastle,Leeds,107.7,70.1,1.54,1,Mixed,Moderate,3040.0,24.3,0.709,7.64
VH-0162,Heavy Truck,RT-LON-BIR-111,2024-11-28,London,Birmingham,158.0,75.7,2.09,0,Highway,Low,13090.0,26.4,0.7171,48.26
VH-0055,Flatbed,RT-BIR-MAN-483,2022-07-09,Birmingham,Manchester,109.7,75.8,1.45,1,Highway,High,9610.0,56.9,0.5903,24.6
VH-0287,Tanker,RT-LEE-SHE-294,2022-08-26,Leeds,Sheffield,52.6,59.0,0.89,0,Highway,High,24110.0,19.9,0.6941,29.59
VH-0468,Flatbed,RT-CHI-DET-787,2022-07-14,Chicago,Detroit,503.4,73.6,6.84,10,Highway,Moderate,10050.0,100.1,0.3219,118.05
VH-0417,Tanker,RT-NEW-BOS-178,2024-10-05,New York,Boston,322.2,55.7,5.78,4,Highway,High,22520.0,100.0,0.2904,169.31
VH-0248,Tanker,RT-LON-BIR-869,2022-11-30,London,Birmingham,184.9,68.4,2.7,1,Highway,Moderate,27760.0,27.1,0.6923,119.77
VH-0428,Van,RT-CHI-IND-257,2022-06-21,Chicago,Indianapolis,321.7,63.5,5.07,3,Rural,Low,2500.0,93.4,0.3513,18.77
VH-0493,Refrigerated Truck,RT-NEW-BOS-238,2022-12-01,New York,Boston,394.7,72.2,5.47,3,Highway,High,16070.0,48.8,0.5633,148.0
VH-0022,Van,RT-DET-CLE-582,2022-05-30,Detroit,Cleveland,295.9,73.3,4.04,3,Rural,Low,1530.0,56.5,0.5345,10.56
VH-0254,Heavy Truck,RT-ABE-INV-509,2024-03-06,Aberdeen,Inverness,168.1,66.0,2.55,3,Rural,Low,18650.0,48.1,0.5476,73.15
VH-0055,Flatbed,RT-LON-BRI-838,2022-09-26,London,Bristol,186.1,80.5,2.31,1,Highway,High,21410.0,62.2,0.5823,92.97
VH-0017,Heavy Truck,RT-NAS-MEM-539,2022-05-31,Nashville,Memphis,313.7,76.1,4.12,4,Highway,Low,15930.0,88.3,0.4004,116.6
VH-0163,Tanker,RT-PHO-TUC-655,2022-05-10,Phoenix,Tucson,208.8,59.3,3.52,2,Highway,Low,27470.0,35.8,0.5954,133.83
VH-0042,Medium Truck,RT-GLA-EDI-300,2023-03-30,Glasgow,Edinburgh,73.4,82.4,0.89,1,Highway,Low,7070.0,40.5,0.6784,12.11
VH-0031,Flatbed,RT-LEI-NOT-160,2022-10-05,Leicester,Nottingham,29.9,72.2,0.41,3,Highway,Moderate,17870.0,86.2,0.4074,12.47
VH-0220,Medium Truck,RT-LON-COV-817,2024-10-31,London,Coventry,154.4,80.3,1.92,4,Highway,High,8870.0,136.0,0.2809,31.96
VH-0310,Medium Truck,RT-LIV-MAN-467,2023-08-14,Liverpool,Manchester,57.5,56.0,1.03,1,Mixed,Moderate,9930.0,32.8,0.6313,13.32
VH-0016,Flatbed,RT-EDI-DUN-631,2022-01-13,Edinburgh,Dundee,88.5,67.2,1.32,1,Highway,Low,21470.0,46.9,0.6062,44.34
VH-0063,Van,RT-CHI-DET-959,2024-04-13,Chicago,Detroit,411.6,77.7,5.3,7,Highway,Congested,1630.0,331.8,0.2581,15.65
VH-0022,Van,RT-KAN-ST -379,2023-04-29,Kansas City,St Louis,505.4,74.8,6.76,5,Mixed,High,2380.0,111.7,0.2923,28.07
VH-0218,Van,RT-DET-CLE-948,2023-11-12,Detroit,Cleveland,235.1,75.6,3.11,3,Highway,Low,2010.0,74.4,0.4668,11.03
VH-0466,Van,RT-MIA-ORL-708,2024-06-04,Miami,Orlando,374.3,69.2,5.41,2,Highway,High,1850.0,71.8,0.4751,16.16
VH-0286,Flatbed,RT-MAN-LIV-364,2024-09-24,Manchester,Liverpool,57.0,44.5,1.28,1,Urban,Moderate,19120.0,37.3,0.5781,25.43
VH-0073,Heavy Truck,RT-LOS-LAS-565,2024-01-06,Los Angeles,Las Vegas,469.4,76.5,6.14,6,Highway,Low,14650.0,137.3,0.2581,160.46
VH-0477,Medium Truck,RT-NAS-MEM-394,2024-12-28,Nashville,Memphis,357.0,71.4,5.0,5,Highway,Moderate,11850.0,76.6,0.4284,98.71
VH-0233,Flatbed,RT-CHI-DET-607,2023-08-09,Chicago,Detroit,458.8,84.3,5.44,3,Highway,High,9630.0,101.1,0.3816,103.09
VH-0072,Refrigerated Truck,RT-SEA-POR-427,2024-11-28,Seattle,Portland,270.7,65.7,4.12,4,Mixed,Low,13250.0,121.1,0.2371,83.69
VH-0299,Flatbed,RT-LON-BIR-186,2024-03-05,London,Birmingham,151.5,83.9,1.81,3,Highway,High,21710.0,90.8,0.4234,76.74
VH-0062,Tanker,RT-YOR-LEE-711,2023-09-24,York,Leeds,36.1,60.4,0.6,1,Highway,High,26520.0,39.9,0.615,22.34
VH-0268,Flatbed,RT-NEW-LEE-594,2024-04-25,Newcastle,Leeds,106.9,86.4,1.24,1,Highway,Congested,18730.0,63.4,0.595,46.72
VH-0334,Refrigerated Truck,RT-MAN-LEE-145,2023-08-28,Manchester,Leeds,59.9,65.3,0.92,0,Highway,Moderate,14880.0,17.4,0.7234,20.8
VH-0081,Medium Truck,RT-LON-BRI-380,2022-10-31,London,Bristol,172.6,57.0,3.03,1,Mixed,Congested,6330.0,44.8,0.5843,25.49
VH-0092,Tanker,RT-LON-CAM-863,2023-10-20,London,Cambridge,101.2,59.2,1.71,3,Highway,Low,15010.0,87.7,0.3622,35.44
VH-0429,Medium Truck,RT-SEA-POR-447,2022-04-26,Seattle,Portland,308.1,67.0,4.6,2,Rural,Moderate,5970.0,62.2,0.5085,42.92
VH-0396,Medium Truck,RT-LON-COV-292,2022-06-29,London,Coventry,147.7,90.7,1.63,2,Highway,Moderate,6790.0,51.6,0.6238,23.4
VH-0369,Tanker,RT-GLA-EDI-395,2023-04-16,Glasgow,Edinburgh,68.8,67.0,1.03,0,Highway,Moderate,29410.0,13.2,0.746,47.21
VH-0340,Heavy Truck,RT-LON-COV-999,2022-10-28,London,Coventry,179.4,66.2,2.71,2,Highway,Low,19670.0,48.5,0.5632,82.34
VH-0297,Medium Truck,RT-LON-LUT-387,2022-06-03,London,Luton,54.9,56.8,0.97,1,Urban,Moderate,11290.0,33.4,0.6312,14.46
VH-0442,Flatbed,RT-BIR-MAN-996,2024-08-11,Birmingham,Manchester,107.2,57.7,1.86,1,Mixed,Moderate,22590.0,40.2,0.6056,56.51
VH-0428,Van,RT-DEN-SAL-217,2022-07-17,Denver,Salt Lake City,746.5,91.0,8.2,6,Highway,Moderate,2890.0,130.9,0.3016,50.34
VH-0219,Flatbed,RT-SEA-POR-182,2024-11-24,Seattle,Portland,302.1,66.6,4.54,7,Highway,Low,22710.0,143.1,0.2248,160.08
VH-0258,Tanker,RT-LIV-MAN-266,2023-09-29,Liverpool,Manchester,52.5,42.4,1.24,0,Urban,Congested,17260.0,19.2,0.6472,21.14
VH-0499,Medium Truck,RT-LOS-SAN-795,2023-03-21,Los Angeles,San Francisco,631.9,72.7,8.69,6,Highway,Moderate,8920.0,150.7,0.2467,131.52
VH-0171,Medium Truck,RT-ABE-INV-527,2022-09-19,Aberdeen,Inverness,161.6,78.6,2.06,3,Rural,Moderate,8120.0,67.0,0.5066,30.62
VH-0110,Refrigerated Truck,RT-RIC-BAL-943,2024-10-08,Richmond,Baltimore,181.5,76.9,2.36,3,Highway,Moderate,18600.0,61.1,0.5261,78.77
VH-0321,Flatbed,RT-LON-COV-169,2022-08-28,London,Coventry,178.6,81.5,2.19,3,Highway,Low,11440.0,54.5,0.5674,47.67
VH-0461,Medium Truck,RT-ATL-CHA-335,2024-01-19,Atlanta,Charlotte,370.9,41.6,8.92,6,Urban,Moderate,7270.0,111.4,0.1892,62.92
VH-0284,Heavy Truck,RT-SEA-POR-545,2024-08-26,Seattle,Portland,308.2,73.8,4.18,3,Highway,Congested,17060.0,90.7,0.3935,122.68
VH-0195,Flatbed,RT-YOR-LEE-557,2024-10-22,York,Leeds,33.9,56.1,0.6,2,Urban,Moderate,20020.0,61.5,0.4787,15.84
VH-0041,Refrigerated Truck,RT-COL-CIN-833,2023-03-17,Columbus,Cincinnati,150.4,65.0,2.31,2,Highway,Moderate,19790.0,33.5,0.6221,69.45
VH-0467,Medium Truck,RT-YOR-LEE-231,2024-03-22,York,Leeds,34.1,73.9,0.46,2,Highway,Moderate,11380.0,43.9,0.6054,9.05
VH-0049,Refrigerated Truck,RT-COL-CIN-325,2023-06-24,Columbus,Cincinnati,178.9,67.5,2.65,1,Highway,Moderate,9150.0,40.5,0.6337,38.2
VH-0002,Heavy Truck,RT-MIN-MIL-413,2024-02-22,Minneapolis,Milwaukee,559.9,66.8,8.38,7,Highway,High,15690.0,120.0,0.2254,204.98
VH-0181,Tanker,RT-ATL-CHA-199,2024-09-07,Atlanta,Charlotte,454.5,69.3,6.56,0,Highway,Congested,24180.0,19.9,0.725,256.43
VH-0416,Refrigerated Truck,RT-GLA-EDI-268,2024-07-12,Glasgow,Edinburgh,82.5,82.5,1.0,2,Highway,Moderate,11870.0,34.8,0.6692,22.85
VH-0319,Flatbed,RT-NEW-PHI-331,2023-09-12,New York,Philadelphia,160.1,64.5,2.48,2,Mixed,Low,11500.0,23.0,0.6643,42.96
VH-0151,Heavy Truck,RT-NOR-CAM-741,2024-04-26,Norwich,Cambridge,80.9,70.7,1.14,1,Rural,Moderate,15700.0,39.1,0.6492,29.64
VH-0036,Heavy Truck,RT-SEA-POR-218,2022-09-25,Seattle,Portland,276.9,79.6,3.48,7,Highway,Low,10860.0,184.8,0.2638,70.17
VH-0188,Refrigerated Truck,RT-DET-CLE-627,2023-03-26,Detroit,Cleveland,252.9,70.5,3.59,4,Highway,Moderate,21690.0,65.8,0.4773,127.99
VH-0066,Medium Truck,RT-PHO-TUC-991,2023-04-15,Phoenix,Tucson,210.1,75.6,2.78,1,Highway,Congested,6510.0,29.9,0.7022,31.91
VH-0309,Heavy Truck,RT-EXE-PLY-419,2022-08-29,Exeter,Plymouth,53.7,74.3,0.72,0,Rural,Low,17210.0,5.3,0.8008,21.56
VH-0375,Medium Truck,RT-SEA-POR-361,2024-10-13,Seattle,Portland,318.7,86.1,3.7,6,Highway,Moderate,11510.0,111.8,0.321,85.59
VH-0004,Tanker,RT-ATL-CHA-112,2024-04-03,Atlanta,Charlotte,410.4,63.4,6.47,5,Highway,Moderate,26430.0,104.9,0.2864,253.09
VH-0002,Heavy Truck,RT-LOU-LEX-223,2022-11-13,Louisville,Lexington,96.3,48.6,1.98,2,Mixed,Congested,18790.0,65.8,0.4383,42.22
VH-0444,Heavy Truck,RT-LEI-NOT-985,2024-04-30,Leicester,Nottingham,28.2,47.5,0.59,3,Urban,Low,23700.0,76.6,0.3733,15.59
VH-0491,Medium Truck,RT-KAN-ST -713,2023-03-18,Kansas City,St Louis,381.5,81.5,4.68,7,Highway,Moderate,8840.0,103.1,0.3399,78.69
VH-0106,Refrigerated Truck,RT-LON-CAM-778,2022-12-07,London,Cambridge,97.6,56.1,1.74,0,Rural,Moderate,19740.0,19.7,0.6862,44.95
VH-0390,Flatbed,RT-MAN-LEE-196,2023-04-20,Manchester,Leeds,68.4,64.7,1.06,3,Mixed,Moderate,17230.0,71.4,0.4466,27.5
VH-0094,Van,RT-LON-CAM-692,2023-07-22,London,Cambridge,100.7,83.0,1.21,1,Highway,High,3030.0,29.6,0.7257,7.12
VH-0450,Medium Truck,RT-CHI-IND-200,2023-12-21,Chicago,Indianapolis,295.4,76.8,3.85,6,Highway,Congested,12190.0,248.2,0.259,84.02
VH-0079,Tanker,RT-BRI-BAT-585,2022-06-30,Bristol,Bath,17.1,41.5,0.41,2,Urban,Low,23360.0,40.1,0.5241,9.32
VH-0388,Heavy Truck,RT-BIR-MAN-197,2024-12-19,Birmingham,Manchester,92.6,60.7,1.53,2,Highway,Moderate,14040.0,72.6,0.4463,30.34
VH-0043,Medium Truck,RT-RIC-BAL-686,2024-02-02,Richmond,Baltimore,182.8,65.3,2.8,4,Highway,Low,13860.0,69.8,0.4451,59.12
VH-0478,Tanker,RT-BRI-BAT-881,2023-03-04,Bristol,Bath,21.4,39.8,0.54,0,Urban,Moderate,28820.0,23.9,0.6204,14.39
VH-0437,Flatbed,RT-LOS-SAN-537,2024-08-02,Los Angeles,San Francisco,577.9,71.6,8.07,3,Highway,Moderate,16310.0,58.6,0.5206,219.93
VH-0267,Medium Truck,RT-PHO-TUC-953,2023-03-04,Phoenix,Tucson,182.0,77.9,2.34,4,Highway,Moderate,8830.0,71.0,0.4779,37.5
VH-0398,Refrigerated Truck,RT-NOR-CAM-660,2022-02-18,Norwich,Cambridge,68.2,63.8,1.07,2,Rural,Low,11080.0,55.9,0.5251,17.63
VH-0335,Medium Truck,RT-KAN-ST -795,2022-01-27,Kansas City,St Louis,444.6,42.2,10.54,9,Urban,Moderate,6800.0,155.4,0.1466,70.54
VH-0416,Refrigerated Truck,RT-PHO-TUC-442,2022-08-06,Phoenix,Tucson,159.1,66.1,2.41,1,Highway,Moderate,9150.0,15.8,0.7325,33.97
VH-0158,Van,RT-SEA-POR-876,2022-11-17,Seattle,Portland,272.4,73.8,3.69,1,Rural,Low,1630.0,36.1,0.671,10.36
VH-0039,Flatbed,RT-BRI-BAT-895,2024-02-27,Bristol,Bath,19.9,70.8,0.28,2,Highway,Low,14690.0,63.5,0.5145,6.82
VH-0420,Refrigerated Truck,RT-BRI-BAT-450,2022-07-03,Bristol,Bath,21.4,60.5,0.35,2,Highway,Low,16440.0,62.4,0.4882,8.21
VH-0464,Refrigerated Truck,RT-DEN-SAL-572,2024-02-20,Denver,Salt Lake City,842.7,70.9,11.89,13,Highway,Moderate,21140.0,126.3,0.2309,415.68
VH-0342,Refrigerated Truck,RT-MAN-LIV-879,2023-01-07,Manchester,Liverpool,49.0,45.9,1.07,0,Urban,Low,9650.0,21.9,0.6464,11.03
VH-0100,Refrigerated Truck,RT-ATL-CHA-681,2024-03-03,Atlanta,Charlotte,489.6,50.9,9.62,5,Highway,Low,15120.0,103.8,0.2535,172.73
VH-0290,Medium Truck,RT-DAL-HOU-470,2024-01-16,Dallas,Houston,352.4,66.1,5.33,5,Rural,High,10980.0,146.6,0.2316,90.28
VH-0469,Medium Truck,RT-LOU-LEX-797,2022-08-25,Louisville,Lexington,106.6,74.5,1.43,1,Highway,Low,5060.0,38.3,0.6639,12.59
VH-0172,Flatbed,RT-NOR-CAM-847,2023-01-10,Norwich,Cambridge,77.9,66.4,1.17,1,Rural,Low,11500.0,46.3,0.6063,20.9
VH-0429,Medium Truck,RT-LOS-SAN-872,2024-05-10,Los Angeles,San Francisco,653.9,79.0,8.28,8,Highway,Congested,9580.0,244.7,0.2592,146.17
VH-0033,Flatbed,RT-MAN-LEE-982,2024-09-07,Manchester,Leeds,66.1,75.9,0.87,0,Rural,Moderate,16520.0,28.5,0.709,25.48
VH-0425,Medium Truck,RT-NEW-BOS-378,2023-07-15,New York,Boston,349.7,74.2,4.71,1,Highway,Low,12700.0,29.7,0.6988,103.63
VH-0453,Van,RT-PHO-TUC-921,2024-05-18,Phoenix,Tucson,200.5,66.0,3.04,2,Highway,Moderate,2230.0,36.0,0.6147,10.43
VH-0392,Van,RT-EDI-DUN-494,2024-03-04,Edinburgh,Dundee,97.7,64.7,1.51,2,Highway,High,2300.0,83.8,0.4116,5.24
VH-0317,Heavy Truck,RT-BRI-BAT-381,2023-05-04,Bristol,Bath,18.5,61.6,0.3,2,Rural,Congested,23470.0,92.2,0.3673,10.13
VH-0438,Refrigerated Truck,RT-DAL-HOU-347,2024-01-17,Dallas,Houston,356.8,56.5,6.32,3,Rural,Moderate,8330.0,68.8,0.4328,69.35
VH-0227,Flatbed,RT-PHO-TUC-725,2024-12-09,Phoenix,Tucson,178.7,69.1,2.59,2,Highway,Moderate,22140.0,46.8,0.579,92.32
VH-0204,Heavy Truck,RT-EXE-PLY-667,2023-07-27,Exeter,Plymouth,48.1,60.1,0.8,1,Rural,Low,23040.0,24.5,0.6782,25.86
VH-0444,Heavy Truck,RT-MAN-LEE-480,2024-12-28,Manchester,Leeds,69.6,58.7,1.19,1,Mixed,Moderate,13180.0,32.7,0.6398,21.4
VH-0474,Refrigerated Truck,RT-CHI-DET-858,2023-09-13,Chicago,Detroit,430.6,70.8,6.08,8,Highway,Low,16410.0,157.8,0.2346,164.88
VH-0269,Flatbed,RT-MAN-LEE-922,2022-04-24,Manchester,Leeds,70.7,69.4,1.02,0,Highway,Low,15800.0,16.9,0.7378,26.06
VH-0449,Refrigerated Truck,RT-LON-LUT-958,2023-06-12,London,Luton,54.0,52.5,1.03,1,Mixed,Low,19350.0,33.4,0.6183,24.38
VH-0016,Flatbed,RT-EXE-PLY-562,2024-12-27,Exeter,Plymouth,53.6,71.3,0.75,0,Rural,High,16780.0,15.2,0.7506,20.99
VH-0324,Refrigerated Truck,RT-NEW-BOS-372,2024-05-24,New York,Boston,313.1,73.6,4.25,6,Highway,Low,11940.0,92.6,0.3635,87.23
VH-0355,Van,RT-CHI-DET-941,2023-02-07,Chicago,Detroit,495.0,84.4,5.86,4,Highway,Low,3260.0,118.6,0.299,37.65
VH-0402,Medium Truck,RT-DET-CLE-937,2023-08-04,Detroit,Cleveland,310.1,75.9,4.09,2,Highway,Low,5480.0,36.1,0.644,39.65
VH-0418,Heavy Truck,RT-LON-BRI-212,2024-12-28,London,Bristol,204.1,68.6,2.98,1,Highway,Low,10720.0,28.3,0.6879,51.05
VH-0350,Heavy Truck,RT-LOS-LAS-679,2024-09-01,Los Angeles,Las Vegas,459.6,74.0,6.21,1,Highway,Moderate,24100.0,36.2,0.6712,258.45
VH-0325,Flatbed,RT-DEN-SAL-357,2023-06-24,Denver,Salt Lake City,784.6,82.2,9.55,16,Highway,Low,15260.0,218.1,0.2648,279.37
VH-0111,Flatbed,RT-EXE-PLY-975,2023-03-07,Exeter,Plymouth,61.4,73.7,0.83,4,Rural,Moderate,16980.0,79.0,0.4319,24.33
VH-0175,Tanker,RT-BIR-MAN-878,2023-01-16,Birmingham,Manchester,87.6,56.8,1.54,2,Rural,Moderate,21150.0,64.3,0.4692,43.23
VH-0240,Van,RT-BIR-MAN-263,2022-09-03,Birmingham,Manchester,87.6,68.8,1.27,1,Mixed,Low,1210.0,27.4,0.6922,2.47
VH-0308,Heavy Truck,RT-LEI-NOT-292,2022-09-18,Leicester,Nottingham,29.8,67.3,0.44,0,Highway,Moderate,19120.0,26.6,0.6911,13.29
VH-0252,Heavy Truck,RT-ATL-CHA-816,2022-07-29,Atlanta,Charlotte,467.8,84.6,5.53,5,Highway,Moderate,25360.0,119.1,0.2909,276.81
VH-0378,Refrigerated Truck,RT-SHE-HUL-897,2024-10-31,Sheffield,Hull,76.4,43.8,1.74,1,Urban,Moderate,12680.0,40.0,0.5647,22.6
VH-0006,Medium Truck,RT-PHO-TUC-221,2024-01-15,Phoenix,Tucson,185.8,71.3,2.61,2,Highway,High,12610.0,76.1,0.4635,54.67
VH-0454,Tanker,RT-BIR-MAN-551,2023-09-10,Birmingham,Manchester,113.3,66.8,1.7,0,Rural,Low,18070.0,16.4,0.7321,47.77
VH-0272,Heavy Truck,RT-LON-LUT-573,2023-12-21,London,Luton,52.0,67.1,0.77,1,Mixed,Low,23460.0,19.5,0.72,28.46
VH-0110,Refrigerated Truck,RT-NEW-PHI-735,2023-06-22,New York,Philadelphia,132.5,71.4,1.86,2,Rural,Moderate,12070.0,44.6,0.595,37.32
VH-0067,Tanker,RT-DEN-SAL-350,2024-11-02,Denver,Salt Lake City,720.7,63.1,11.42,5,Highway,Low,21780.0,48.8,0.5193,366.26
VH-0406,Flatbed,RT-COL-CIN-864,2023-10-29,Columbus,Cincinnati,165.0,71.0,2.32,2,Rural,Low,20650.0,63.9,0.5134,79.5
VH-0320,Heavy Truck,RT-MIA-ORL-860,2023-10-09,Miami,Orlando,428.7,60.2,7.12,8,Rural,Congested,20540.0,370.0,0.2028,205.46
VH-0301,Heavy Truck,RT-SHE-HUL-546,2024-02-01,Sheffield,Hull,77.2,59.3,1.3,1,Mixed,Congested,20020.0,52.4,0.5596,36.06
VH-0003,Heavy Truck,RT-CAR-NEW-953,2023-02-28,Cardiff,Newport,21.2,44.2,0.48,3,Urban,Moderate,15790.0,71.9,0.383,7.81
VH-0467,Medium Truck,RT-NAS-MEM-324,2023-02-06,Nashville,Memphis,379.9,75.4,5.04,4,Highway,Low,8620.0,117.9,0.2749,76.41
VH-0011,Tanker,RT-LOS-LAS-350,2022-01-07,Los Angeles,Las Vegas,418.3,39.7,10.54,3,Urban,High,20290.0,88.3,0.3021,198.04
VH-0016,Flatbed,RT-DAL-HOU-923,2022-05-04,Dallas,Houston,328.8,69.8,4.71,4,Highway,Moderate,21510.0,98.5,0.339,165.02
VH-0093,Medium Truck,RT-LOU-LEX-320,2024-01-02,Louisville,Lexington,108.4,67.2,1.61,0,Highway,High,13770.0,8.6,0.7658,34.83
VH-0048,Heavy Truck,RT-CHI-IND-243,2024-12-24,Chicago,Indianapolis,309.5,65.7,4.71,2,Rural,Low,20630.0,35.9,0.6142,148.98
VH-0359,Flatbed,RT-MAN-LEE-900,2022-09-12,Manchester,Leeds,71.1,54.5,1.3,2,Mixed,Congested,13120.0,66.3,0.4539,21.77
VH-0355,Van,RT-MAN-LEE-825,2023-08-13,Manchester,Leeds,76.0,82.8,0.92,2,Highway,High,1740.0,54.1,0.5896,3.09
VH-0230,Refrigerated Truck,RT-SHE-HUL-866,2024-12-12,Sheffield,Hull,89.5,65.3,1.37,1,Rural,Moderate,20390.0,42.0,0.6209,42.58
VH-0077,Refrigerated Truck,RT-LON-LUT-648,2022-06-23,London,Luton,56.6,71.4,0.79,1,Rural,Moderate,9470.0,31.7,0.6821,12.51
VH-0081,Medium Truck,RT-PHO-TUC-972,2023-07-17,Phoenix,Tucson,158.4,76.0,2.08,2,Highway,Moderate,8930.0,68.8,0.508,33.01
VH-0068,Heavy Truck,RT-NEW-BOS-802,2024-08-14,New York,Boston,349.3,68.1,5.13,1,Highway,Congested,15800.0,41.1,0.633,128.78
VH-0215,Medium Truck,RT-SEA-POR-226,2024-11-17,Seattle,Portland,264.5,80.3,3.29,5,Highway,Low,5480.0,74.8,0.4626,33.82
VH-0295,Medium Truck,RT-NEW-PHI-115,2023-11-25,New York,Philadelphia,139.9,63.6,2.2,3,Rural,High,8490.0,69.8,0.45,27.71
VH-0423,Tanker,RT-SOU-POR-622,2022-03-04,Southampton,Portsmouth,31.2,46.6,0.67,2,Urban,Low,27680.0,68.3,0.4219,20.15
VH-0293,Van,RT-NEW-LEE-554,2022-02-24,Newcastle,Leeds,122.2,79.2,1.54,5,Highway,Low,3290.0,106.5,0.3272,9.38
VH-0478,Tanker,RT-LOS-SAN-477,2023-03-07,Los Angeles,San Francisco,699.5,64.5,10.84,12,Highway,Moderate,27000.0,275.9,0.2117,440.68
VH-0441,Tanker,RT-CAR-NEW-557,2022-11-09,Cardiff,Newport,20.7,43.2,0.48,0,Urban,Low,17010.0,23.9,0.63,8.22
VH-0225,Tanker,RT-CAR-NEW-688,2024-02-02,Cardiff,Newport,20.0,44.4,0.45,3,Urban,High,22400.0,83.3,0.3361,10.45
VH-0448,Tanker,RT-LEI-NOT-854,2023-08-14,Leicester,Nottingham,25.3,66.1,0.38,2,Highway,High,21710.0,38.4,0.605,12.82
VH-0301,Heavy Truck,RT-BIR-WOL-472,2023-11-09,Birmingham,Wolverhampton,22.3,46.2,0.48,1,Urban,Moderate,21370.0,26.0,0.6303,11.12
VH-0308,Heavy Truck,RT-SOU-POR-546,2022-08-05,Southampton,Portsmouth,29.6,48.3,0.61,1,Urban,Low,24340.0,35.1,0.5986,16.81
VH-0219,Flatbed,RT-NEW-LEE-437,2022-11-12,Newcastle,Leeds,111.9,82.3,1.36,0,Highway,Moderate,16310.0,21.5,0.7573,42.59
VH-0187,Medium Truck,RT-NEW-BOS-739,2023-06-24,New York,Boston,325.7,80.0,4.07,7,Highway,High,8880.0,257.8,0.265,67.49
