Manufacturer,Vehicle_Model,Vehicle_Class,Engine_Size_L,Engine_Cylinders,Transmission_Type,Fuel_Type_Code,Fuel_Type,Fuel_Consumption_City_L100km,Fuel_Consumption_Hwy_L100km,Fuel_Consumption_Combined_L100km,CO2_Emissions_g_per_km,Estimated_Annual_CO2_kg,Fuel_Cost_Per_100km_CAD,Estimated_Annual_Fuel_Cost_CAD,EV_CO2_Saving_g_per_km,EV_Annual_CO2_Saving_kg,Is_Diesel,Emission_Category
Rolls-Royce,GHOST,Full-Size,6.6,12,AS8,Z,Premium Gasoline,19.2,12.4,16.1,373,7460.0,23.35,4670.0,343,6860.0,0,Very High
Rolls-Royce,GHOST EWB,Full-Size,6.6,12,AS8,Z,Premium Gasoline,19.2,12.4,16.1,373,7460.0,23.35,4670.0,343,6860.0,0,Very High
Rolls-Royce,PHANTOM,Full-Size,6.7,12,AS8,Z,Premium Gasoline,20.9,12.7,17.2,403,8060.0,24.94,4988.0,373,7460.0,0,Very High
Rolls-Royce,PHANTOM EWB,Full-Size,6.7,12,AS8,Z,Premium Gasoline,20.7,12.9,17.2,404,8080.0,24.94,4988.0,374,7480.0,0,Very High
Rolls-Royce,PHANTOM COUPE,Compact,6.7,12,AS8,Z,Premium Gasoline,20.9,12.7,17.2,403,8060.0,24.94,4988.0,373,7460.0,0,Very High
Rolls-Royce,PHANTOM DROPHEAD COUPE,Compact,6.7,12,AS8,Z,Premium Gasoline,20.7,12.9,17.2,404,8080.0,24.94,4988.0,374,7480.0,0,Very High
Rolls-Royce,WRAITH,Mid-Size,6.6,12,AS8,Z,Premium Gasoline,18.8,11.8,15.6,367,7340.0,22.62,4524.0,337,6740.0,0,Very High
Scion,FR-S,Minicompact,2.0,4,AS6,Z,Premium Gasoline,9.6,7.0,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Scion,FR-S,Minicompact,2.0,4,M6,Z,Premium Gasoline,10.9,7.9,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Scion,iM,Mid-Size,1.8,4,AV7,X,Regular Gasoline,8.3,6.3,7.4,173,3460.0,10.73,2146.0,143,2860.0,0,Medium
Scion,iM,Mid-Size,1.8,4,M6,X,Regular Gasoline,8.6,6.6,7.7,180,3600.0,11.16,2232.0,150,3000.0,0,Medium
Scion,tC,Compact,2.5,4,AS6,X,Regular Gasoline,10.2,7.6,9.0,211,4220.0,13.05,2610.0,181,3620.0,0,Medium
Scion,tC,Compact,2.5,4,M6,X,Regular Gasoline,10.2,7.7,9.0,210,4200.0,13.05,2610.0,180,3600.0,0,Medium
Smart,FORTWO CABRIOLET,Two-Seater,0.9,3,AM6,Z,Premium Gasoline,7.5,6.1,6.9,157,3140.0,10.01,2002.0,127,2540.0,0,Medium
Smart,FORTWO COUPE,Two-Seater,0.9,3,AM6,Z,Premium Gasoline,7.5,6.1,6.9,157,3140.0,10.01,2002.0,127,2540.0,0,Medium
Subaru,BRZ,Minicompact,2.0,4,AS6,Z,Premium Gasoline,9.6,7.0,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Subaru,BRZ,Minicompact,2.0,4,M6,Z,Premium Gasoline,10.9,7.9,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Subaru,FORESTER AWD,Suv - Small,2.0,4,AV8,Z,Premium Gasoline,10.2,8.5,9.4,222,4440.0,13.63,2726.0,192,3840.0,0,Medium
Subaru,FORESTER AWD,Suv - Small,2.5,4,AV6,X,Regular Gasoline,9.6,7.5,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Subaru,FORESTER AWD,Suv - Small,2.5,4,M6,X,Regular Gasoline,10.6,8.4,9.6,227,4540.0,13.92,2784.0,197,3940.0,0,Medium
Subaru,IMPREZA AWD,Compact,2.0,4,AV6,X,Regular Gasoline,8.5,6.4,7.6,177,3540.0,11.02,2204.0,147,2940.0,0,Medium
Subaru,IMPREZA AWD,Compact,2.0,4,M5,X,Regular Gasoline,9.5,7.0,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Subaru,IMPREZA WAGON AWD,Station Wagon - Small,2.0,4,AV6,X,Regular Gasoline,8.5,6.4,7.6,177,3540.0,11.02,2204.0,147,2940.0,0,Medium
Subaru,IMPREZA WAGON AWD,Station Wagon - Small,2.0,4,M5,X,Regular Gasoline,9.5,7.0,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,2.5,4,AV6,X,Regular Gasoline,9.0,6.5,7.9,185,3700.0,11.46,2292.0,155,3100.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,2.5,4,M6,X,Regular Gasoline,10.7,7.8,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,3.6,6,AV6,X,Regular Gasoline,11.9,8.2,10.2,239,4780.0,14.79,2958.0,209,4180.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,2.5,4,AV6,X,Regular Gasoline,9.3,7.1,8.3,196,3920.0,12.04,2408.0,166,3320.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,2.5,4,M6,X,Regular Gasoline,11.0,8.2,9.7,228,4560.0,14.06,2812.0,198,3960.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,3.6,6,AV6,X,Regular Gasoline,12.0,8.6,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
Subaru,WRX,Compact,2.0,4,AV8,Z,Premium Gasoline,12.5,9.5,11.2,254,5080.0,16.24,3248.0,224,4480.0,0,High
Subaru,WRX,Compact,2.0,4,M6,Z,Premium Gasoline,11.3,8.4,10.0,233,4660.0,14.5,2900.0,203,4060.0,0,Medium
Subaru,WRX,Compact,2.5,4,M6,Z,Premium Gasoline,13.8,10.2,12.2,285,5700.0,17.69,3538.0,255,5100.0,0,High
Subaru,XV CROSSTREK AWD,Suv - Small,2.0,4,AV6,X,Regular Gasoline,9.1,7.0,8.1,191,3820.0,11.74,2348.0,161,3220.0,0,Medium
Subaru,XV CROSSTREK AWD,Suv - Small,2.0,4,M5,X,Regular Gasoline,10.2,7.7,9.1,214,4280.0,13.19,2638.0,184,3680.0,0,Medium
Subaru,XV CROSSTREK HYBRID AWD,Suv - Small,2.0,4,AV6,X,Regular Gasoline,7.9,6.9,7.5,175,3500.0,10.88,2176.0,145,2900.0,0,Medium
Toyota,4RUNNER 4WD,Suv - Standard,4.0,6,AS5,X,Regular Gasoline,14.2,11.1,12.8,298,5960.0,18.56,3712.0,268,5360.0,0,High
Toyota,4RUNNER 4WD (Part-Time 4WD),Suv - Standard,4.0,6,AS5,X,Regular Gasoline,14.2,11.1,12.8,298,5960.0,18.56,3712.0,268,5360.0,0,High
Toyota,AVALON,Mid-Size,3.5,6,AS6,X,Regular Gasoline,11.4,7.6,9.7,225,4500.0,14.06,2812.0,195,3900.0,0,Medium
Toyota,CAMRY,Mid-Size,2.5,4,AS6,X,Regular Gasoline,9.4,6.7,8.2,192,3840.0,11.89,2378.0,162,3240.0,0,Medium
Toyota,CAMRY,Mid-Size,3.5,6,AS6,X,Regular Gasoline,11.0,7.7,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Toyota,CAMRY HYBRID LE,Mid-Size,2.5,4,AV,X,Regular Gasoline,5.5,6.0,5.7,134,2680.0,8.26,1652.0,104,2080.0,0,Low
Toyota,CAMRY HYBRID XLE/SE,Mid-Size,2.5,4,AV,X,Regular Gasoline,5.7,6.0,5.9,137,2740.0,8.56,1712.0,107,2140.0,0,Low
Toyota,COROLLA,Mid-Size,1.8,4,A4,X,Regular Gasoline,8.6,6.5,7.6,179,3580.0,11.02,2204.0,149,2980.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,AV,X,Regular Gasoline,8.2,6.2,7.3,171,3420.0,10.58,2116.0,141,2820.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,AV7,X,Regular Gasoline,7.9,6.1,7.1,166,3320.0,10.3,2060.0,136,2720.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,M6,X,Regular Gasoline,8.4,6.4,7.5,174,3480.0,10.88,2176.0,144,2880.0,0,Medium
Toyota,COROLLA LE ECO (1-mode),Mid-Size,1.8,4,AV,X,Regular Gasoline,7.7,5.6,6.8,160,3200.0,9.86,1972.0,130,2600.0,0,Medium
Toyota,COROLLA LE ECO (2-mode),Mid-Size,1.8,4,AV,X,Regular Gasoline,7.7,6.0,6.9,162,3240.0,10.01,2002.0,132,2640.0,0,Medium
Toyota,HIGHLANDER,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.5,9.3,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Toyota,HIGHLANDER AWD,Suv - Standard,3.5,6,AS6,X,Regular Gasoline,13.0,9.8,11.6,272,5440.0,16.82,3364.0,242,4840.0,0,High
Toyota,HIGHLANDER HYBRID AWD,Suv - Standard,3.5,6,AV6,X,Regular Gasoline,8.6,8.4,8.5,198,3960.0,12.32,2464.0,168,3360.0,0,Medium
Toyota,HIGHLANDER HYBRID AWD LE,Suv - Standard,3.5,6,AV6,X,Regular Gasoline,8.4,8.3,8.4,195,3900.0,12.18,2436.0,165,3300.0,0,Medium
Toyota,PRIUS,Mid-Size,1.8,4,AV,X,Regular Gasoline,4.4,4.6,4.5,104,2080.0,6.52,1304.0,74,1480.0,0,Low
Toyota,PRIUS c,Compact,1.5,4,AV,X,Regular Gasoline,4.5,5.1,4.7,111,2220.0,6.82,1364.0,81,1620.0,0,Low
Toyota,PRIUS v,Station Wagon - Mid-Size,1.8,4,AV,X,Regular Gasoline,5.4,5.8,5.6,131,2620.0,8.12,1624.0,101,2020.0,0,Low
Toyota,RAV4,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.1,7.7,9.0,212,4240.0,13.05,2610.0,182,3640.0,0,Medium
Toyota,RAV4 AWD,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.5,8.2,9.5,220,4400.0,13.78,2756.0,190,3800.0,0,Medium
Toyota,RAV4 HYBRID AWD,Suv - Small,2.5,4,AV6,X,Regular Gasoline,6.9,7.6,7.2,169,3380.0,10.44,2088.0,139,2780.0,0,Medium
Toyota,RAV4 LE/XLE,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.0,7.6,8.9,208,4160.0,12.9,2580.0,178,3560.0,0,Medium
Toyota,RAV4 LIMITED/SE AWD,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.6,8.1,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Toyota,SIENNA,Minivan,3.5,6,AS6,X,Regular Gasoline,13.0,9.5,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Toyota,SIENNA AWD,Minivan,3.5,6,AS6,X,Regular Gasoline,14.4,10.2,12.5,290,5800.0,18.12,3624.0,260,5200.0,0,High
Toyota,TACOMA,Pickup Truck - Small,2.7,4,AS6,X,Regular Gasoline,12.0,10.0,11.1,261,5220.0,16.1,3220.0,231,4620.0,0,High
Toyota,TACOMA,Pickup Truck - Small,3.5,6,AS6,X,Regular Gasoline,12.6,10.0,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,2.7,4,AS6,X,Regular Gasoline,12.7,10.5,11.7,274,5480.0,16.96,3392.0,244,4880.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,2.7,4,M5,X,Regular Gasoline,12.4,11.4,11.9,279,5580.0,17.26,3452.0,249,4980.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,3.5,6,AS6,X,Regular Gasoline,13.1,10.5,11.9,280,5600.0,17.26,3452.0,250,5000.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,3.5,6,M6,X,Regular Gasoline,13.6,11.2,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Toyota,TACOMA 4WD D-CAB OFF-ROAD,Pickup Truck - Small,3.5,6,M6,X,Regular Gasoline,13.8,11.7,12.9,300,6000.0,18.7,3740.0,270,5400.0,0,High
Toyota,TUNDRA,Pickup Truck - Standard,4.6,8,AS6,X,Regular Gasoline,15.9,12.3,14.3,335,6700.0,20.74,4148.0,305,6100.0,0,High
Toyota,TUNDRA,Pickup Truck - Standard,5.7,8,AS6,X,Regular Gasoline,17.3,13.0,15.4,360,7200.0,22.33,4466.0,330,6600.0,0,Very High
Toyota,TUNDRA 4WD,Pickup Truck - Standard,4.6,8,AS6,X,Regular Gasoline,16.9,12.9,15.1,351,7020.0,21.9,4380.0,321,6420.0,0,Very High
Toyota,TUNDRA 4WD,Pickup Truck - Standard,5.7,8,AS6,X,Regular Gasoline,18.2,14.1,16.3,380,7600.0,23.64,4728.0,350,7000.0,0,Very High
Toyota,VENZA,Suv - Small,2.7,4,AS6,X,Regular Gasoline,11.6,9.0,10.4,244,4880.0,15.08,3016.0,214,4280.0,0,Medium
Toyota,VENZA,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.5,9.0,10.9,256,5120.0,15.8,3160.0,226,4520.0,0,High
Toyota,VENZA 4WD,Suv - Small,2.7,4,AS6,X,Regular Gasoline,11.6,9.2,10.5,241,4820.0,15.22,3044.0,211,4220.0,0,Medium
Toyota,VENZA 4WD,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.8,9.3,11.3,263,5260.0,16.39,3278.0,233,4660.0,0,High
Toyota,YARIS,Compact,1.5,4,AS6,X,Regular Gasoline,7.2,5.6,6.4,151,3020.0,9.28,1856.0,121,2420.0,0,Medium
Toyota,YARIS (SIL),Compact,1.5,4,M6,X,Regular Gasoline,7.6,5.7,6.7,157,3140.0,9.72,1944.0,127,2540.0,0,Medium
Toyota,YARIS HATCHBACK,Compact,1.5,4,A4,X,Regular Gasoline,7.8,6.6,7.3,170,3400.0,10.58,2116.0,140,2800.0,0,Medium
Toyota,YARIS HATCHBACK,Compact,1.5,4,M5,X,Regular Gasoline,7.7,6.3,7.1,165,3300.0,10.3,2060.0,135,2700.0,0,Medium
Volkswagen,BEETLE,Compact,1.8,4,AS6,X,Regular Gasoline,9.6,7.0,8.4,196,3920.0,12.18,2436.0,166,3320.0,0,Medium
Volkswagen,BEETLE,Compact,1.8,4,M5,X,Regular Gasoline,9.5,6.9,8.4,196,3920.0,12.18,2436.0,166,3320.0,0,Medium
Volkswagen,BEETLE CONVERTIBLE,Subcompact,1.8,4,AS6,X,Regular Gasoline,9.6,7.0,8.4,196,3920.0,12.18,2436.0,166,3320.0,0,Medium
Volkswagen,BEETLE DUNE,Compact,1.8,4,AS6,X,Regular Gasoline,9.7,7.5,8.7,203,4060.0,12.61,2522.0,173,3460.0,0,Medium
Volkswagen,CC,Compact,2.0,4,AM6,Z,Premium Gasoline,10.7,7.7,9.3,217,4340.0,13.49,2698.0,187,3740.0,0,Medium
Volkswagen,GOLF,Compact,1.8,4,AS6,X,Regular Gasoline,9.3,6.5,8.1,189,3780.0,11.74,2348.0,159,3180.0,0,Medium
Volkswagen,GOLF,Compact,1.8,4,M5,X,Regular Gasoline,9.3,6.4,8.0,187,3740.0,11.6,2320.0,157,3140.0,0,Medium
Volkswagen,GOLF GTI,Compact,2.0,4,AM6,X,Regular Gasoline,9.5,7.2,8.5,198,3960.0,12.32,2464.0,168,3360.0,0,Medium
Volkswagen,GOLF GTI,Compact,2.0,4,M6,X,Regular Gasoline,9.4,6.9,8.3,193,3860.0,12.04,2408.0,163,3260.0,0,Medium
Volkswagen,GOLF R,Compact,2.0,4,AM6,Z,Premium Gasoline,10.4,7.9,9.3,216,4320.0,13.49,2698.0,186,3720.0,0,Medium
Volkswagen,GOLF R,Compact,2.0,4,M6,Z,Premium Gasoline,10.9,7.7,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Volkswagen,GOLF SPORTWAGON,Station Wagon - Small,1.8,4,M5,X,Regular Gasoline,9.5,6.6,8.2,192,3840.0,11.89,2378.0,162,3240.0,0,Medium
Volkswagen,JETTA,Compact,1.4,4,AS6,X,Regular Gasoline,8.5,6.0,7.3,173,3460.0,10.58,2116.0,143,2860.0,0,Medium
Volkswagen,JETTA,Compact,1.4,4,M5,X,Regular Gasoline,8.3,5.9,7.2,168,3360.0,10.44,2088.0,138,2760.0,0,Medium
Volkswagen,JETTA,Compact,1.8,4,AS6,X,Regular Gasoline,9.2,6.4,8.0,186,3720.0,11.6,2320.0,156,3120.0,0,Medium
Volkswagen,JETTA,Compact,1.8,4,M5,X,Regular Gasoline,9.4,6.4,8.1,189,3780.0,11.74,2348.0,159,3180.0,0,Medium
Volkswagen,JETTA,Compact,2.0,4,AM6,X,Regular Gasoline,9.8,7.0,8.6,201,4020.0,12.47,2494.0,171,3420.0,0,Medium
Volkswagen,JETTA,Compact,2.0,4,M6,X,Regular Gasoline,10.1,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Volkswagen,JETTA HYBRID,Compact,1.4,4,AM7,Z,Premium Gasoline,5.7,4.9,5.3,124,2480.0,7.68,1536.0,94,1880.0,0,Low
Volkswagen,PASSAT,Mid-Size,1.8,4,AS6,X,Regular Gasoline,9.4,6.3,8.0,187,3740.0,11.6,2320.0,157,3140.0,0,Medium
Volkswagen,PASSAT,Mid-Size,1.8,4,M6,X,Regular Gasoline,9.5,6.4,8.1,189,3780.0,11.74,2348.0,159,3180.0,0,Medium
Volkswagen,PASSAT,Mid-Size,3.6,6,AM6,X,Regular Gasoline,11.9,8.5,10.4,243,4860.0,15.08,3016.0,213,4260.0,0,Medium
Volkswagen,TIGUAN,Suv - Small,2.0,4,AS6,Z,Premium Gasoline,11.7,9.5,10.7,251,5020.0,15.51,3102.0,221,4420.0,0,High
Volkswagen,TIGUAN,Suv - Small,2.0,4,M6,Z,Premium Gasoline,13.0,9.0,11.2,259,5180.0,16.24,3248.0,229,4580.0,0,High
Volkswagen,TIGUAN 4MOTION,Suv - Small,2.0,4,AS6,Z,Premium Gasoline,11.6,9.3,10.6,248,4960.0,15.37,3074.0,218,4360.0,0,Medium
Volkswagen,TOUAREG,Suv - Standard,3.6,6,AS8,X,Regular Gasoline,14.1,10.4,12.4,292,5840.0,17.98,3596.0,262,5240.0,0,High
Volkswagen,TOUAREG TDI (modified),Suv - Standard,3.0,6,AS8,D,Diesel,11.2,8.4,9.8,270,5400.0,15.68,3136.0,240,4800.0,1,High
Volvo,S60 CC T5 AWD,Compact,2.5,5,AS6,X,Regular Gasoline,11.8,8.6,10.3,239,4780.0,14.94,2988.0,209,4180.0,0,Medium
Volvo,S60 INSCRIPTION,Compact,2.0,4,AS8,X,Regular Gasoline,9.6,6.7,8.3,193,3860.0,12.04,2408.0,163,3260.0,0,Medium
Volvo,S60 INSCRIPTION T5 AWD,Compact,2.5,5,AS6,X,Regular Gasoline,11.6,8.2,10.1,233,4660.0,14.64,2928.0,203,4060.0,0,Medium
Volvo,S60 T5,Compact,2.0,4,AS8,X,Regular Gasoline,9.6,6.7,8.3,193,3860.0,12.04,2408.0,163,3260.0,0,Medium
Volvo,S60 T5 AWD,Compact,2.5,5,AS6,X,Regular Gasoline,11.6,8.2,10.1,233,4660.0,14.64,2928.0,203,4060.0,0,Medium
Volvo,S60 T6,Compact,2.0,4,AS8,Z,Premium Gasoline,10.6,7.7,9.3,218,4360.0,13.49,2698.0,188,3760.0,0,Medium
Volvo,S60 T6 AWD,Compact,2.0,4,AS8,Z,Premium Gasoline,11.3,8.2,9.9,231,4620.0,14.36,2872.0,201,4020.0,0,Medium
Volvo,S60 3.0T AWD,Compact,3.0,6,AS6,X,Regular Gasoline,13.0,9.0,11.2,259,5180.0,16.24,3248.0,229,4580.0,0,High
Volvo,S60 POLESTAR,Compact,3.0,6,AS6,X,Regular Gasoline,13.0,9.0,11.2,259,5180.0,16.24,3248.0,229,4580.0,0,High
Volvo,S80 T5,Mid-Size,2.0,4,AS8,X,Regular Gasoline,9.6,6.7,8.3,193,3860.0,12.04,2408.0,163,3260.0,0,Medium
Volvo,V60 CC T5 AWD,Station Wagon - Small,2.5,5,AS6,X,Regular Gasoline,11.8,8.6,10.3,239,4780.0,14.94,2988.0,209,4180.0,0,Medium
Volvo,V60 T5,Station Wagon - Small,2.0,4,AS8,X,Regular Gasoline,9.6,6.7,8.3,193,3860.0,12.04,2408.0,163,3260.0,0,Medium
Volvo,V60 T5 AWD,Station Wagon - Small,2.5,5,AS6,X,Regular Gasoline,11.6,8.2,10.1,233,4660.0,14.64,2928.0,203,4060.0,0,Medium
Volvo,V60 T6 AWD,Station Wagon - Small,2.0,4,AS8,Z,Premium Gasoline,11.3,8.2,9.9,231,4620.0,14.36,2872.0,201,4020.0,0,Medium
Volvo,V60 3.0T AWD,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,13.0,9.0,11.2,259,5180.0,16.24,3248.0,229,4580.0,0,High
Volvo,V60 POLESTAR,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,13.0,9.0,11.2,259,5180.0,16.24,3248.0,229,4580.0,0,High
Volvo,XC60 T5,Suv - Small,2.0,4,AS8,X,Regular Gasoline,10.3,7.6,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Volvo,XC60 T5 AWD,Suv - Small,2.5,5,AS6,X,Regular Gasoline,12.5,9.2,11.0,254,5080.0,15.95,3190.0,224,4480.0,0,High
Volvo,XC60 T6,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,11.0,8.1,9.7,226,4520.0,14.06,2812.0,196,3920.0,0,Medium
Volvo,XC60 T6 AWD,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,11.8,9.1,10.6,247,4940.0,15.37,3074.0,217,4340.0,0,Medium
Volvo,XC60 3.0T AWD,Suv - Small,3.0,6,AS6,X,Regular Gasoline,13.7,10.1,12.0,276,5520.0,17.4,3480.0,246,4920.0,0,High
Volvo,XC70 T5,Suv - Small,2.0,4,AS8,X,Regular Gasoline,10.3,7.6,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Volvo,XC70 T5 AWD,Suv - Small,2.5,5,AS6,X,Regular Gasoline,12.5,9.2,11.0,254,5080.0,15.95,3190.0,224,4480.0,0,High
Volvo,XC90 T5,Suv - Standard,2.0,4,AS8,Z,Premium Gasoline,10.6,9.1,10.0,232,4640.0,14.5,2900.0,202,4040.0,0,Medium
Volvo,XC90 T5 AWD,Suv - Standard,2.0,4,AS8,Z,Premium Gasoline,10.8,9.5,10.2,239,4780.0,14.79,2958.0,209,4180.0,0,Medium
Volvo,XC90 T6 AWD,Suv - Standard,2.0,4,AS8,Z,Premium Gasoline,11.5,9.5,10.6,247,4940.0,15.37,3074.0,217,4340.0,0,Medium
Acura,ILX,Compact,2.4,4,AM8,Z,Premium Gasoline,9.4,6.8,8.2,192,3840.0,11.89,2378.0,162,3240.0,0,Medium
Acura,MDX SH-AWD,Suv - Small,3.5,6,AS9,Z,Premium Gasoline,12.6,9.0,11.0,259,5180.0,15.95,3190.0,229,4580.0,0,High
Acura,MDX SH-AWD ELITE,Suv - Small,3.5,6,AS9,Z,Premium Gasoline,12.2,9.0,10.7,251,5020.0,15.51,3102.0,221,4420.0,0,High
Acura,MDX HYBRID AWD,Suv - Small,3.0,6,AM7,Z,Premium Gasoline,9.1,9.0,9.0,210,4200.0,13.05,2610.0,180,3600.0,0,Medium
Acura,NSX,Two-Seater,3.5,6,AM9,Z,Premium Gasoline,11.1,10.8,11.0,261,5220.0,15.95,3190.0,231,4620.0,0,High
Acura,RDX AWD,Suv - Small,3.5,6,AS6,Z,Premium Gasoline,12.4,8.7,10.7,250,5000.0,15.51,3102.0,220,4400.0,0,High
Acura,RLX HYBRID,Mid-Size,3.5,6,AM7,Z,Premium Gasoline,8.2,7.8,8.1,190,3800.0,11.74,2348.0,160,3200.0,0,Medium
Acura,TLX,Compact,2.4,4,AM8,Z,Premium Gasoline,9.6,6.6,8.3,197,3940.0,12.04,2408.0,167,3340.0,0,Medium
Alfa Romeo,4C SPIDER,Two-Seater,1.8,4,AM6,Z,Premium Gasoline,9.7,6.9,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Alfa Romeo,GIULIA,Mid-Size,2.0,4,A8,Z,Premium Gasoline,10.0,7.2,8.7,205,4100.0,12.61,2522.0,175,3500.0,0,Medium
Alfa Romeo,GIULIA AWD,Mid-Size,2.0,4,A8,Z,Premium Gasoline,10.5,7.7,9.2,217,4340.0,13.34,2668.0,187,3740.0,0,Medium
Alfa Romeo,GIULIA QUADRIFOGLIO,Mid-Size,2.9,6,A8,Z,Premium Gasoline,13.8,9.6,11.9,280,5600.0,17.26,3452.0,250,5000.0,0,High
Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,Premium Gasoline,15.5,11.4,13.7,322,6440.0,19.86,3972.0,292,5840.0,0,High
Aston Martin,RAPIDE S,Subcompact,6.0,12,A8,Z,Premium Gasoline,16.7,10.9,14.1,331,6620.0,20.44,4088.0,301,6020.0,0,High
Aston Martin,VANQUISH,Minicompact,6.0,12,A8,Z,Premium Gasoline,17.5,11.4,14.7,345,6900.0,21.32,4264.0,315,6300.0,0,High
Aston Martin,V12 VANTAGE S,Two-Seater,6.0,12,AM7,Z,Premium Gasoline,19.4,12.8,16.4,388,7760.0,23.78,4756.0,358,7160.0,0,Very High
Aston Martin,V12 VANTAGE S,Two-Seater,6.0,12,M7,Z,Premium Gasoline,23.2,14.4,19.2,450,9000.0,27.84,5568.0,420,8400.0,0,Very High
Audi,A3,Subcompact,2.0,4,AM7,X,Regular Gasoline,9.1,6.8,8.0,188,3760.0,11.6,2320.0,158,3160.0,0,Medium
Audi,A3 QUATTRO,Subcompact,2.0,4,AM6,X,Regular Gasoline,9.7,7.5,8.7,205,4100.0,12.61,2522.0,175,3500.0,0,Medium
Audi,A3 CABRIOLET QUATTRO,Subcompact,2.0,4,AM6,X,Regular Gasoline,10.8,8.0,9.5,223,4460.0,13.78,2756.0,193,3860.0,0,Medium
Audi,A4 ULTRA,Compact,2.0,4,AM7,Z,Premium Gasoline,8.6,6.4,7.6,177,3540.0,11.02,2204.0,147,2940.0,0,Medium
Audi,A4 QUATTRO,Compact,2.0,4,AM7,Z,Premium Gasoline,9.8,7.7,8.8,205,4100.0,12.76,2552.0,175,3500.0,0,Medium
Audi,A4 QUATTRO,Compact,2.0,4,M6,Z,Premium Gasoline,9.9,7.0,8.6,204,4080.0,12.47,2494.0,174,3480.0,0,Medium
Audi,A4 ALLROAD QUATTRO,Station Wagon - Small,2.0,4,AM7,Z,Premium Gasoline,10.2,8.3,9.3,217,4340.0,13.49,2698.0,187,3740.0,0,Medium
Audi,A5 QUATTRO,Subcompact,2.0,4,AS8,Z,Premium Gasoline,11.0,8.0,9.7,226,4520.0,14.06,2812.0,196,3920.0,0,Medium
Audi,A5 QUATTRO,Subcompact,2.0,4,M6,Z,Premium Gasoline,10.4,7.3,9.0,210,4200.0,13.05,2610.0,180,3600.0,0,Medium
Audi,A5 CABRIOLET QUATTRO,Subcompact,2.0,4,AS8,Z,Premium Gasoline,11.3,8.2,9.9,231,4620.0,14.36,2872.0,201,4020.0,0,Medium
Audi,A6 QUATTRO,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,10.9,7.5,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Audi,A6 QUATTRO,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.5,8.2,10.0,238,4760.0,14.5,2900.0,208,4160.0,0,Medium
Audi,A7 QUATTRO,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.5,8.2,10.0,238,4760.0,14.5,2900.0,208,4160.0,0,Medium
Audi,A8,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,12.6,8.0,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
