Station_ID,Station_Name,Street_Address,City,State,ZIP_Code,Country,Latitude,Longitude,Charger_Type,Power_kW,Level1_Chargers,Level2_Chargers,DC_Fast_Chargers,Total_Chargers,Operator,Connector_Types,Pricing_Info,Access_Hours,Open_Date,Station_Age_Years,Availability_Pct,Location_Type,Status
104128,Blink - Atlanta Convention Center #9542,4168 Highway 1,Atlanta,GA,98948,US,33.679824,-84.37994,Level 2,11.0,0,8,0,8,Blink,J1772,$0.20/kWh,24 hours daily,2023-10-03,2.7,83.4,Convention Center,Open
104129,ChargePoint - Atlanta Library #6766,3162 Central Ave,Atlanta,GA,97492,US,33.743163,-84.413841,Level 2,22.0,1,8,0,9,ChargePoint,"J1772, NACS",$0.20/kWh,24 hours,2017-03-26,9.3,86.2,Library,Open
104130,Blink - Atlanta Airport #7611,6433 Business Park Rd,Atlanta,GA,80588,US,33.671658,-84.449888,Level 2,7.2,2,8,0,10,Blink,"J1772, CCS1",$0.30/kWh,Business hours,2018-12-11,7.6,90.4,Airport,Open
104131,Electrify America - Atlanta University #2358,2067 Airport Rd,Atlanta,GA,60164,US,33.728103,-84.39046,DC Fast Charger,157.0,0,2,6,8,Electrify America,NACS,$0.10/kWh,24 hours daily,2020-12-20,5.5,78.3,University,Open
104132,ChargePoint - Atlanta Transit Station #6776,5286 Business Park Rd,Atlanta,GA,80912,US,33.777368,-84.342408,Level 2,7.2,0,4,0,4,ChargePoint,"J1772, CCS1",$0.30/kWh,Mon-Sun: 7am-11pm,2020-06-26,6.0,84.2,Transit Station,Open
104133,ChargePoint - Atlanta Transit Station #1110,5342 Park Blvd,Atlanta,GA,30150,US,33.745478,-84.405118,Level 2,11.0,1,8,0,9,ChargePoint,J1772,$0.20/kWh,Daily: 6am-midnight,2020-09-07,5.8,85.0,Transit Station,Open
104134,EVCS - Atlanta University #2330,8305 Tech Drive,Atlanta,GA,12495,US,33.735676,-84.414928,Level 2,3.7,2,1,0,3,EVCS,"J1772, NACS",$1.00/session,Mon-Fri: 6am-10pm,2022-11-26,3.6,94.8,University,Open
104135,Electrify America - Atlanta Gas Station #5765,1994 Tech Drive,Atlanta,GA,19344,US,33.733576,-84.341803,DC Fast Charger,144.9,0,0,2,2,Electrify America,"CCS2, CHAdeMO",,6:00am-10:00pm daily,2023-12-24,2.5,91.8,Gas Station,Open
104136,ChargePoint - Atlanta Park & Ride #3328,4147 Shopping Center Blvd,Atlanta,GA,86053,US,33.720147,-84.371219,Level 2,11.0,1,10,0,11,ChargePoint,"J1772, CCS1",$0.25/kWh,24 hours,2019-11-01,6.7,81.7,Park & Ride,Open
104137,EVgo - Atlanta Convention Center #6256,5978 Commerce Dr,Atlanta,GA,58145,US,33.773171,-84.376923,DC Fast Charger,105.0,0,0,8,8,EVgo,CCS1,Membership pricing,Daily: 6am-midnight,2020-01-29,6.4,49.6,Convention Center,Open
104138,Blink - Atlanta Grocery Store #1281,9357 Industrial Way,Atlanta,GA,36916,US,33.718812,-84.441614,Level 2,22.0,0,2,0,2,Blink,"J1772, CCS1",$0.10/kWh,24/7,2021-01-04,5.5,76.9,Grocery Store,Open
104139,Tesla Supercharger - Atlanta Shopping Center #2195,4078 Airport Rd,Atlanta,GA,35601,US,33.75607,-84.406487,DC Fast Charger,210.4,0,0,8,8,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2020-07-03,6.0,62.9,Shopping Center,Open
104140,ChargePoint - Atlanta Hospital #662,4577 Main St,Atlanta,GA,60514,US,33.824005,-84.406607,Level 2,3.7,0,10,0,10,ChargePoint,"J1772, CCS1",$0.25/kWh,Daily: 6am-midnight,2022-11-20,3.6,74.8,Hospital,Open
104141,BP Pulse - Atlanta Community Center #4862,6282 Broadway,Atlanta,GA,57971,US,33.749933,-84.423556,DC Fast Charger,55.5,0,0,4,4,BP Pulse,"CCS1, CHAdeMO",$0.10/min DC; $0.03/min AC,Daily: 6am-midnight,2023-10-28,2.7,65.7,Community Center,Open
104142,Tesla Supercharger - Atlanta Parking Garage #5939,7870 Commerce Dr,Atlanta,GA,37845,US,33.755986,-84.420752,DC Fast Charger,240.1,0,2,4,6,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),6:00am-10:00pm daily,2017-05-27,9.1,83.8,Parking Garage,Open
104143,Independent - Atlanta Car Dealership #3947,2399 University Ave,Atlanta,GA,41077,US,33.818357,-84.465122,Level 2,22.0,0,2,0,2,Independent,J1772,$0.20/kWh,6:00am-10:00pm daily,2019-09-17,6.8,89.8,Car Dealership,Open
104144,Shell Recharge - Atlanta Workplace #9312,6792 Highway 1,Atlanta,GA,99718,US,33.777005,-84.477119,Level 2,7.2,0,4,0,4,Shell Recharge,J1772,Free with validation,Daily: 6am-midnight,2024-06-02,2.1,86.9,Workplace,Open
104145,Independent - Atlanta Highway Rest Stop #5423,9124 Tech Drive,Atlanta,GA,45425,US,33.705236,-84.323729,Level 2,7.2,0,4,0,4,Independent,J1772,$1.00/session,Business hours,2019-03-10,7.3,85.2,Highway Rest Stop,Open
104146,Electrify America - Atlanta Mall #6519,8528 Central Ave,Atlanta,GA,37167,US,33.64981,-84.399697,DC Fast Charger,127.7,0,2,6,8,Electrify America,"CCS2, CHAdeMO",$0.15/kWh,24 hours,2020-11-25,5.6,89.1,Mall,Open
104147,EVgo - Atlanta Hospital #1046,6366 Tech Drive,Atlanta,GA,40239,US,33.726749,-84.383811,DC Fast Charger,107.4,0,2,4,6,EVgo,"CCS2, CHAdeMO",$0.15/kWh,6:00am-10:00pm daily,2022-10-03,3.7,81.4,Hospital,Open
104148,Independent - Atlanta Parking Garage #7652,7515 Tech Drive,Atlanta,GA,32673,US,33.74478,-84.369057,Level 2,3.7,0,20,0,20,Independent,"J1772, CCS1",Varies,24 hours,2021-07-05,5.0,68.9,Parking Garage,Open
104149,Tesla Supercharger - Atlanta Hospital #3665,9896 University Ave,Atlanta,GA,22890,US,33.713818,-84.418489,DC Fast Charger,298.0,0,0,4,4,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2019-07-13,7.0,61.2,Hospital,Open
104150,EVgo - Atlanta Gas Station #9980,2459 Industrial Way,Atlanta,GA,66538,US,33.775823,-84.401346,DC Fast Charger,105.4,0,0,6,6,EVgo,"CCS1, NACS",$0.20/kWh,24 hours daily,2020-05-08,6.1,85.1,Gas Station,Open
104151,ChargePoint - Atlanta Library #4458,7933 Main St,Atlanta,GA,31285,US,33.69856,-84.407584,Level 2,7.2,0,2,0,2,ChargePoint,"J1772, NACS",$0.25/kWh,6:00am-10:00pm daily,2024-05-18,2.1,89.9,Library,Open
104152,Electrify America - Atlanta Grocery Store #905,589 Highway 1,Atlanta,GA,84507,US,33.693128,-84.441776,DC Fast Charger,165.2,0,0,6,6,Electrify America,"CCS1, CHAdeMO, NACS",Varies,24 hours,2024-09-12,1.8,54.6,Grocery Store,Open
104153,EVgo - Atlanta Grocery Store #272,6322 Market St,Atlanta,GA,25410,US,33.744809,-84.397465,DC Fast Charger,97.6,0,0,4,4,EVgo,"CCS1, NACS",$0.20/kWh,Daily: 6am-midnight,2022-05-18,4.1,85.2,Grocery Store,Open
104154,Tesla Supercharger - Atlanta Supermarket #9493,276 Highway 1,Atlanta,GA,32227,US,33.637664,-84.455391,DC Fast Charger,284.6,0,0,4,4,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24 hours daily,2019-09-22,6.8,67.8,Supermarket,Open
104155,Gridserve - Atlanta Hospital #4969,138 Shopping Center Blvd,Atlanta,GA,15876,US,33.708945,-84.374501,DC Fast Charger,115.8,0,0,4,4,Gridserve,"CCS1, NACS",$0.25/kWh,24 hours daily,2021-01-29,5.4,84.7,Hospital,Open
104156,Electrify America - Atlanta Grocery Store #785,4877 Market St,Atlanta,GA,38893,US,33.740364,-84.393546,DC Fast Charger,125.2,0,4,6,10,Electrify America,"CCS1, CHAdeMO",$0.15/kWh,24 hours daily,2018-03-17,8.3,92.3,Grocery Store,Open
104157,ChargePoint - Atlanta Grocery Store #8732,5783 Industrial Way,Atlanta,GA,91618,US,33.755523,-84.340504,Level 2,11.0,1,8,0,9,ChargePoint,"J1772, NACS",$0.10/kWh,Daily: 6am-midnight,2018-06-29,8.0,85.0,Grocery Store,Open
104158,EVgo - Atlanta Library #2139,8272 Business Park Rd,Atlanta,GA,17946,US,33.796381,-84.292237,DC Fast Charger,100.5,0,0,4,4,EVgo,"CCS1, CHAdeMO",Membership pricing,Business hours,2022-09-19,3.8,91.5,Library,Open
104159,Blink - Atlanta Supermarket #381,689 Shopping Center Blvd,Atlanta,GA,51323,US,33.768787,-84.39091,Level 2,11.0,0,4,0,4,Blink,"J1772, NACS",$0.10/kWh,Daily: 6am-midnight,2020-07-17,6.0,74.7,Supermarket,Open
104160,SemaConnect - Atlanta Grocery Store #1279,8712 Main St,Atlanta,GA,49092,US,33.793405,-84.427868,Level 2,22.0,0,16,0,16,SemaConnect,J1772,Membership required,Mon-Sun: 7am-11pm,2021-09-01,4.8,88.2,Grocery Store,Open
104161,Tesla Supercharger - Atlanta Hotel #4754,1964 Oak Ave,Atlanta,GA,44859,US,33.726879,-84.388572,DC Fast Charger,249.8,0,0,4,4,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2018-04-08,8.2,90.4,Hotel,Open
104162,ChargePoint - Atlanta University #1966,1083 Market St,Atlanta,GA,86903,US,33.774863,-84.265837,Level 2,7.2,1,4,0,5,ChargePoint,"J1772, CCS1",$0.20/kWh,Mon-Sun: 7am-11pm,2024-10-20,1.7,74.9,University,Open
104163,Tesla Supercharger - Atlanta Workplace #8046,3938 Market St,Atlanta,GA,56078,US,33.786649,-84.356218,DC Fast Charger,249.3,0,2,10,12,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24/7,2020-08-11,5.9,61.2,Workplace,Open
104164,Independent - Atlanta Mall #316,6187 Airport Rd,Atlanta,GA,38017,US,33.757595,-84.382441,Level 2,22.0,0,1,0,1,Independent,"J1772, NACS",Membership required,24 hours daily,2020-08-09,5.9,66.2,Mall,Open
104165,Electrify America - Atlanta Mall #3455,458 Tech Drive,Atlanta,GA,32623,US,33.823163,-84.473465,DC Fast Charger,121.9,0,0,6,6,Electrify America,CCS1,$0.45/kWh,24 hours daily,2019-06-28,7.0,56.9,Mall,Open
104166,EVCS - Atlanta Community Center #5108,7628 Oak Ave,Atlanta,GA,28251,US,33.764547,-84.385197,Level 2,22.0,0,2,0,2,EVCS,"J1772, NACS",$0.10/kWh,24 hours,2018-04-15,8.2,86.1,Community Center,Open
104167,BP Pulse - Atlanta Supermarket #7117,8797 University Ave,Atlanta,GA,17768,US,33.679612,-84.350678,DC Fast Charger,45.7,0,0,1,1,BP Pulse,"CCS1, CHAdeMO",$0.25/kWh,Mon-Fri: 6am-10pm,2017-09-14,8.8,87.4,Supermarket,Open
104168,EVgo - Atlanta Gas Station #5885,1065 University Ave,Atlanta,GA,18026,US,33.704591,-84.336917,DC Fast Charger,96.4,0,0,2,2,EVgo,"CCS2, CHAdeMO",$0.25/kWh,24 hours,2023-01-16,3.5,73.7,Gas Station,Open
104169,Tesla Supercharger - Atlanta Gas Station #7110,1371 Business Park Rd,Atlanta,GA,68202,US,33.75141,-84.423442,DC Fast Charger,289.4,0,0,4,4,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2019-01-16,7.5,65.0,Gas Station,Open
104170,Tesla Supercharger - Atlanta Mall #6074,4536 Tech Drive,Atlanta,GA,36911,US,33.805159,-84.32469,DC Fast Charger,233.6,0,0,2,2,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2017-12-02,8.6,89.4,Mall,Open
104171,Electrify America - Atlanta Parking Garage #8213,6269 Park Blvd,Atlanta,GA,87854,US,33.769686,-84.366943,DC Fast Charger,171.9,0,2,12,14,Electrify America,CCS1,$0.35/kWh,6:00am-10:00pm daily,2020-06-09,6.1,78.2,Parking Garage,Open
104172,Tesla Supercharger - Atlanta Transit Station #1388,2796 University Ave,Atlanta,GA,39747,US,33.667671,-84.337791,DC Fast Charger,229.4,0,2,8,10,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),24/7,2019-05-02,7.2,75.5,Transit Station,Open
104173,ChargePoint - Atlanta Shopping Center #5426,4702 Business Park Rd,Atlanta,GA,75238,US,33.792275,-84.287589,Level 2,11.0,0,4,0,4,ChargePoint,J1772,$0.30/kWh,Mon-Sun: 7am-11pm,2017-10-29,8.7,49.6,Shopping Center,Open
104174,ChargePoint - Atlanta Sports Arena #2825,547 Highway 1,Atlanta,GA,86396,US,33.739776,-84.360202,Level 2,7.2,0,4,0,4,ChargePoint,J1772,$0.15/kWh,Business hours,2019-06-17,7.0,68.7,Sports Arena,Open
104175,ChargePoint - Atlanta University #3191,3489 Main St,Atlanta,GA,60391,US,33.755938,-84.361874,Level 2,11.0,0,16,0,16,ChargePoint,"J1772, CCS1",$0.15/kWh,Business hours,2021-07-14,5.0,75.2,University,Open
104176,EVgo - Atlanta Park & Ride #5941,2722 Shopping Center Blvd,Atlanta,GA,30164,US,33.815967,-84.411246,DC Fast Charger,112.6,0,0,1,1,EVgo,"CCS2, CHAdeMO",$0.10/kWh,Mon-Sun: 7am-11pm,2023-12-02,2.6,78.5,Park & Ride,Open
104177,Blink - Miami Airport #6985,5491 Market St,Miami,FL,35475,US,25.799719,-80.247494,Level 2,7.2,0,4,0,4,Blink,J1772,$0.25/kWh,Daily: 6am-midnight,2019-12-27,6.5,88.4,Airport,Open
104178,Pod Point - Miami Sports Arena #26,402 Business Park Rd,Miami,FL,87840,US,25.732991,-80.15373,Level 2,11.0,0,8,0,8,Pod Point,J1772,$0.15/kWh,Business hours,2021-10-18,4.7,81.1,Sports Arena,Open
104179,Blink - Miami Car Dealership #6636,5422 University Ave,Miami,FL,57209,US,25.67369,-80.19334,Level 2,7.2,1,4,0,5,Blink,"J1772, CCS1",$0.25/kWh,24 hours daily,2017-02-02,9.4,78.6,Car Dealership,Open
104180,Blink - Miami Grocery Store #4910,4085 Airport Rd,Miami,FL,31691,US,25.779778,-80.108575,Level 2,7.2,1,6,0,7,Blink,J1772,$0.15/kWh,Mon-Fri: 6am-10pm,2024-10-17,1.7,82.9,Grocery Store,Open
104181,SemaConnect - Miami Gas Station #3930,816 Shopping Center Blvd,Miami,FL,43928,US,25.845025,-80.204451,Level 2,11.0,1,10,0,11,SemaConnect,"J1772, NACS",Free with validation,Business hours,2022-06-09,4.1,86.3,Gas Station,Open
104182,ChargePoint - Miami Airport #6357,9252 Central Ave,Miami,FL,84281,US,25.713217,-80.255828,Level 2,22.0,0,2,0,2,ChargePoint,J1772,Membership pricing,Mon-Fri: 6am-10pm,2023-06-13,3.1,86.4,Airport,Open
104183,Electrify America - Miami Community Center #399,6799 Shopping Center Blvd,Miami,FL,25396,US,25.769429,-80.16937,DC Fast Charger,124.1,0,0,2,2,Electrify America,"CCS1, NACS",$0.40/kWh,Business hours,2019-04-23,7.2,89.2,Community Center,Open
104184,ChargePoint - Miami Outlet Center #6410,4958 Oak Ave,Miami,FL,42830,US,25.732939,-80.195393,Level 2,22.0,0,6,0,6,ChargePoint,"J1772, NACS",Membership pricing,Business hours,2019-07-07,7.0,70.0,Outlet Center,Open
104185,ChargePoint - Miami Car Dealership #5953,537 Park Blvd,Miami,FL,78169,US,25.751294,-80.163095,Level 2,22.0,0,8,0,8,ChargePoint,"J1772, CCS1",$0.30/kWh,Daily: 6am-midnight,2020-09-05,5.8,92.8,Car Dealership,Open
104186,EVgo - Miami Parking Garage #9026,881 Airport Rd,Miami,FL,36047,US,25.67192,-80.230493,DC Fast Charger,116.2,0,4,10,14,EVgo,"CCS1, NACS",$0.25/kWh,Mon-Fri: 6am-10pm,2021-03-22,5.3,66.0,Parking Garage,Open
104187,Tesla Supercharger - Miami Park & Ride #5162,1278 Business Park Rd,Miami,FL,91006,US,25.745074,-80.10272,DC Fast Charger,285.8,0,0,2,2,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),24 hours,2021-09-22,4.8,44.5,Park & Ride,Open
104188,EVgo - Miami University #8649,6508 Park Blvd,Miami,FL,92483,US,25.787942,-80.224212,DC Fast Charger,109.3,0,0,2,2,EVgo,"CCS1, CHAdeMO, NACS",$0.10/kWh,24 hours daily,2019-04-29,7.2,93.2,University,Open
104189,Shell Recharge - Miami Transit Station #3875,7706 Broadway,Miami,FL,25620,US,25.720758,-80.127495,Level 2,11.0,0,8,0,8,Shell Recharge,J1772,Membership required,Mon-Sun: 7am-11pm,2024-08-07,1.9,73.5,Transit Station,Open
104190,ChargePoint - Miami Parking Garage #2225,2856 Park Blvd,Miami,FL,12774,US,25.764515,-80.129706,Level 2,7.2,0,6,0,6,ChargePoint,J1772,Membership pricing,6:00am-10:00pm daily,2024-03-19,2.3,92.6,Parking Garage,Open
104191,Tesla Supercharger - Miami University #1880,4377 Highway 1,Miami,FL,44710,US,25.69886,-80.231624,DC Fast Charger,244.7,0,0,10,10,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Business hours,2018-01-25,8.4,76.5,University,Open
104192,SemaConnect - Miami Mall #982,2177 Industrial Way,Miami,FL,58522,US,25.799157,-80.084084,Level 2,7.2,0,6,0,6,SemaConnect,"J1772, CCS1",$0.25/kWh,24 hours,2018-07-18,8.0,88.9,Mall,Open
104193,Shell Recharge - Miami Sports Arena #5796,1614 Business Park Rd,Miami,FL,11999,US,25.769851,-80.175193,Level 2,3.7,0,6,0,6,Shell Recharge,J1772,$0.30/kWh,Mon-Sun: 7am-11pm,2018-02-11,8.4,83.6,Sports Arena,Open
104194,Electrify America - Miami Parking Garage #6985,1304 Oak Ave,Miami,FL,85867,US,25.739094,-80.131718,DC Fast Charger,159.8,0,0,10,10,Electrify America,CCS1,,24 hours,2018-05-11,8.1,81.4,Parking Garage,Open
104195,Tesla Supercharger - Miami Community Center #2155,3271 Shopping Center Blvd,Miami,FL,30917,US,25.699241,-80.191412,DC Fast Charger,261.7,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Business hours,2019-11-11,6.6,85.9,Community Center,Open
104196,ChargePoint - Miami Parking Garage #1491,4195 Main St,Miami,FL,74285,US,25.748109,-80.264348,Level 2,11.0,2,16,0,18,ChargePoint,"J1772, CCS1",$0.25/kWh,24 hours,2024-02-17,2.4,92.8,Parking Garage,Open
104197,EVgo - Miami Shopping Center #1304,4181 Shopping Center Blvd,Miami,FL,54416,US,25.787564,-80.212068,DC Fast Charger,105.1,0,2,2,4,EVgo,"CCS2, CHAdeMO",$0.30/kWh,Mon-Fri: 6am-10pm,2020-12-07,5.6,98.6,Shopping Center,Open
104198,ChargePoint - Miami Hospital #3607,3008 Park Blvd,Miami,FL,14718,US,25.75012,-80.213486,Level 2,7.2,0,4,0,4,ChargePoint,"J1772, CCS1",$0.10/min,Business hours,2023-11-10,2.6,82.4,Hospital,Open
104199,EVgo - Miami Transit Station #9680,4911 Tech Drive,Miami,FL,68511,US,25.763228,-80.230083,DC Fast Charger,81.1,0,2,4,6,EVgo,NACS,$0.25/kWh,6:00am-10:00pm daily,2020-02-04,6.4,78.2,Transit Station,Open
104200,BP Pulse - Miami Outlet Center #1372,3788 Shopping Center Blvd,Miami,FL,44237,US,25.702975,-80.192387,DC Fast Charger,44.9,0,2,6,8,BP Pulse,"CCS1, CHAdeMO, NACS",$0.45/kWh,Mon-Sun: 7am-11pm,2021-12-23,4.5,84.5,Outlet Center,Open
104201,Tesla Supercharger - Miami Highway Rest Stop #4697,2922 Tech Drive,Miami,FL,22525,US,25.813734,-80.22199,DC Fast Charger,210.9,0,0,4,4,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),24/7,2023-12-29,2.5,85.4,Highway Rest Stop,Open
104202,Shell Recharge - Miami Airport #5553,9254 Business Park Rd,Miami,FL,26939,US,25.714035,-80.262403,Level 2,3.7,1,2,0,3,Shell Recharge,"J1772, NACS",$0.10/kWh,Mon-Sun: 7am-11pm,2020-08-20,5.9,94.1,Airport,Open
104203,ChargePoint - Miami Outlet Center #1727,7172 Central Ave,Miami,FL,65566,US,25.753677,-80.103393,Level 2,7.2,0,4,0,4,ChargePoint,"J1772, NACS",$0.25/kWh,Business hours,2023-04-07,3.2,96.3,Outlet Center,Open
104204,ChargePoint - Miami Sports Arena #5810,6889 Tech Drive,Miami,FL,58488,US,25.850521,-80.161248,Level 2,11.0,1,6,0,7,ChargePoint,"J1772, CCS1",$0.20/kWh,Daily: 6am-midnight,2021-10-14,4.7,79.1,Sports Arena,Open
104205,Tesla Supercharger - Miami Gas Station #9895,3458 Airport Rd,Miami,FL,79960,US,25.700574,-80.08963,DC Fast Charger,245.0,0,0,2,2,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Mon-Sun: 7am-11pm,2022-10-26,3.7,69.9,Gas Station,Open
104206,ChargePoint - Miami Sports Arena #4338,5841 Highway 1,Miami,FL,40187,US,25.83264,-80.219107,Level 2,22.0,1,2,0,3,ChargePoint,J1772,$0.15/kWh,24/7,2017-06-19,9.0,84.7,Sports Arena,Open
104207,Tesla Supercharger - Miami Shopping Center #8296,6918 Park Blvd,Miami,FL,81397,US,25.808177,-80.194697,DC Fast Charger,233.3,0,0,6,6,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),Business hours,2017-11-03,8.7,75.4,Shopping Center,Open
104208,Independent - Miami Car Dealership #117,1268 Market St,Miami,FL,85732,US,25.696004,-80.196331,Level 2,7.2,0,2,0,2,Independent,"J1772, CCS1",$0.20/kWh,Mon-Fri: 6am-10pm,2020-11-13,5.6,89.4,Car Dealership,Open
104209,BP Pulse - Miami Hospital #7077,9063 Shopping Center Blvd,Miami,FL,80298,US,25.792597,-80.247266,DC Fast Charger,57.5,0,0,2,2,BP Pulse,"CCS1, NACS",$0.10/min DC; $0.03/min AC,24 hours daily,2023-02-20,3.4,81.9,Hospital,Open
104210,Tesla Supercharger - Miami Mall #9512,9864 Tech Drive,Miami,FL,85809,US,25.733738,-80.243608,DC Fast Charger,200.2,0,0,4,4,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24 hours,2020-08-01,5.9,94.4,Mall,Open
104211,ChargePoint - Miami Transit Station #1362,7686 Shopping Center Blvd,Miami,FL,99452,US,25.686362,-80.136454,Level 2,11.0,1,10,0,11,ChargePoint,"J1772, NACS",$0.10/kWh,24 hours daily,2024-04-19,2.2,69.8,Transit Station,Open
104212,ChargePoint - Miami Grocery Store #1244,7083 Business Park Rd,Miami,FL,14440,US,25.763362,-80.209676,Level 2,7.2,0,4,0,4,ChargePoint,J1772,$0.10/min,Mon-Sun: 7am-11pm,2023-12-22,2.5,76.3,Grocery Store,Open
104213,Tesla Supercharger - Miami Parking Garage #8473,917 Industrial Way,Miami,FL,26503,US,25.872339,-80.164037,DC Fast Charger,206.7,0,2,2,4,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2019-10-18,6.7,62.5,Parking Garage,Open
104214,ChargePoint - Miami Hotel #5931,5618 Shopping Center Blvd,Miami,FL,90260,US,25.814901,-80.20701,Level 2,3.7,2,4,0,6,ChargePoint,"J1772, CCS1",$0.25/kWh,24 hours,2023-11-15,2.6,79.0,Hotel,Open
104215,ChargePoint - Miami Convention Center #1363,619 Business Park Rd,Miami,FL,48971,US,25.714454,-80.110781,Level 2,7.2,0,6,0,6,ChargePoint,"J1772, CCS1",$0.25/kWh,Daily: 6am-midnight,2019-09-18,6.8,47.3,Convention Center,Open
104216,Pod Point - Miami Hospital #419,8303 Central Ave,Miami,FL,15266,US,25.747378,-80.201973,Level 2,7.2,2,4,0,6,Pod Point,"J1772, NACS",$0.45/kWh,Business hours,2022-09-17,3.8,84.8,Hospital,Open
104217,ChargePoint - Miami University #4858,7064 Shopping Center Blvd,Miami,FL,76554,US,25.678743,-80.192063,Level 2,7.2,2,6,0,8,ChargePoint,"J1772, CCS1",Membership pricing,Mon-Fri: 6am-10pm,2017-06-15,9.0,85.1,University,Open
104218,EVgo - Miami Convention Center #7066,5464 Airport Rd,Miami,FL,87999,US,25.840918,-80.18408,DC Fast Charger,97.9,0,2,4,6,EVgo,NACS,$0.15/kWh,24 hours daily,2020-04-16,6.2,90.9,Convention Center,Open
104219,ChargePoint - Miami Grocery Store #6007,2294 Park Blvd,Miami,FL,64775,US,25.820018,-80.18955,Level 2,7.2,0,6,0,6,ChargePoint,J1772,$0.30/kWh,6:00am-10:00pm daily,2022-06-29,4.0,78.2,Grocery Store,Open
104220,ChargePoint - Miami Gas Station #5746,2861 Central Ave,Miami,FL,75318,US,25.781928,-80.18858,Level 2,22.0,0,6,0,6,ChargePoint,J1772,$0.10/min,Daily: 6am-midnight,2022-12-04,3.6,75.6,Gas Station,Open
104221,Electrify America - Miami Parking Garage #607,5675 Oak Ave,Miami,FL,66352,US,25.761192,-80.238585,DC Fast Charger,176.0,0,2,1,3,Electrify America,"CCS1, NACS",Varies,Mon-Sun: 7am-11pm,2023-11-19,2.6,90.5,Parking Garage,Open
104222,ChargePoint - Miami Parking Garage #9260,6150 Park Blvd,Miami,FL,72647,US,25.712751,-80.212739,Level 2,11.0,0,6,0,6,ChargePoint,"J1772, NACS",$0.10/min,6:00am-10:00pm daily,2023-10-30,2.7,59.8,Parking Garage,Open
104223,Volta - Miami Highway Rest Stop #9046,3746 Business Park Rd,Miami,FL,93405,US,25.788298,-80.154194,Level 2,7.2,0,1,0,1,Volta,"J1772, NACS",$0.15/kWh,6:00am-10:00pm daily,2019-06-23,7.0,55.9,Highway Rest Stop,Open
104224,Independent - Miami Supermarket #2475,8123 Oak Ave,Miami,FL,60900,US,25.738046,-80.144241,Level 2,22.0,0,2,0,2,Independent,"J1772, NACS",$0.45/kWh,6:00am-10:00pm daily,2018-09-04,7.8,84.6,Supermarket,Open
104225,ChargePoint - Miami Outlet Center #4956,8279 Oak Ave,Miami,FL,34522,US,25.756245,-80.159551,Level 2,7.2,0,1,0,1,ChargePoint,"J1772, NACS",$0.30/kWh,6:00am-10:00pm daily,2017-02-18,9.4,89.0,Outlet Center,Open
104226,Blink - Miami Park & Ride #9717,746 Broadway,Miami,FL,82241,US,25.727832,-80.217265,Level 2,22.0,0,4,0,4,Blink,"J1772, CCS1",$0.20/kWh,24/7,2023-06-26,3.0,82.0,Park & Ride,Open
104227,Electrify America - Miami Highway Rest Stop #8283,9553 Oak Ave,Miami,FL,23400,US,25.71713,-80.224898,DC Fast Charger,178.7,0,0,10,10,Electrify America,"CCS1, CHAdeMO, NACS",$0.20/kWh,24/7,2017-09-01,8.8,69.0,Highway Rest Stop,Open
104228,ChargePoint - Miami Transit Station #9454,2360 Commerce Dr,Miami,FL,58601,US,25.74978,-80.222567,Level 2,7.2,0,4,0,4,ChargePoint,"J1772, CCS1",$0.10/kWh,24/7,2021-02-20,5.4,92.3,Transit Station,Open
104229,Gridserve - Miami Highway Rest Stop #953,4377 University Ave,Miami,FL,82780,US,25.753465,-80.285943,DC Fast Charger,113.8,0,0,4,4,Gridserve,"CCS1, CHAdeMO, NACS",$0.40/kWh,Business hours,2019-01-18,7.5,91.2,Highway Rest Stop,Open
